"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
93459|3237|"Orphanet classification of rare bone diseases"|93419
93459|2900|"Orphanet classification of rare bone diseases"|93419
93459|2760|"Orphanet classification of rare bone diseases"|93419
93459|1412|"Orphanet classification of rare bone diseases"|93419
93459|1228|"Orphanet classification of rare bone diseases"|93419
93459|1275|"Orphanet classification of rare bone diseases"|93419
93459|75496|"Orphanet classification of rare bone diseases"|93419
364568|93458|"Orphanet classification of rare bone diseases"|93419
93458|295002|"Orphanet classification of rare bone diseases"|93419
93458|90025|"Orphanet classification of rare bone diseases"|93419
90025|295012|"Orphanet classification of rare bone diseases"|93419
90025|157801|"Orphanet classification of rare bone diseases"|93419
90025|93406|"Orphanet classification of rare bone diseases"|93419
90025|93405|"Orphanet classification of rare bone diseases"|93419
90025|93404|"Orphanet classification of rare bone diseases"|93419
90025|93403|"Orphanet classification of rare bone diseases"|93419
93403|295199|"Orphanet classification of rare bone diseases"|93419
93403|295197|"Orphanet classification of rare bone diseases"|93419
93403|295195|"Orphanet classification of rare bone diseases"|93419
90025|93402|"Orphanet classification of rare bone diseases"|93419
93402|295193|"Orphanet classification of rare bone diseases"|93419
93402|295191|"Orphanet classification of rare bone diseases"|93419
93402|295189|"Orphanet classification of rare bone diseases"|93419
93402|295187|"Orphanet classification of rare bone diseases"|93419
90025|2498|"Orphanet classification of rare bone diseases"|93419
93458|2913|"Orphanet classification of rare bone diseases"|93419
2913|498470|"Orphanet classification of rare bone diseases"|93419
498470|498494|"Orphanet classification of rare bone diseases"|93419
498470|295004|"Orphanet classification of rare bone diseases"|93419
2913|498467|"Orphanet classification of rare bone diseases"|93419
498467|93335|"Orphanet classification of rare bone diseases"|93419
498467|93334|"Orphanet classification of rare bone diseases"|93419
2913|498464|"Orphanet classification of rare bone diseases"|93419
498464|93339|"Orphanet classification of rare bone diseases"|93419
498464|93338|"Orphanet classification of rare bone diseases"|93419
498464|93337|"Orphanet classification of rare bone diseases"|93419
498464|93336|"Orphanet classification of rare bone diseases"|93419
364568|93457|"Orphanet classification of rare bone diseases"|93419
93457|294927|"Orphanet classification of rare bone diseases"|93419
294927|294973|"Orphanet classification of rare bone diseases"|93419
294927|1987|"Orphanet classification of rare bone diseases"|93419
294927|294977|"Orphanet classification of rare bone diseases"|93419
294927|294975|"Orphanet classification of rare bone diseases"|93419
93457|498461|"Orphanet classification of rare bone diseases"|93419
498461|294986|"Orphanet classification of rare bone diseases"|93419
498461|294983|"Orphanet classification of rare bone diseases"|93419
498461|498491|"Orphanet classification of rare bone diseases"|93419
498491|294981|"Orphanet classification of rare bone diseases"|93419
498491|294979|"Orphanet classification of rare bone diseases"|93419
498461|295000|"Orphanet classification of rare bone diseases"|93419
498461|294925|"Orphanet classification of rare bone diseases"|93419
294925|294971|"Orphanet classification of rare bone diseases"|93419
294925|294969|"Orphanet classification of rare bone diseases"|93419
294925|294967|"Orphanet classification of rare bone diseases"|93419
498461|973|"Orphanet classification of rare bone diseases"|93419
498461|931|"Orphanet classification of rare bone diseases"|93419
93457|498457|"Orphanet classification of rare bone diseases"|93419
498457|294988|"Orphanet classification of rare bone diseases"|93419
498457|2130|"Orphanet classification of rare bone diseases"|93419
2130|93323|"Orphanet classification of rare bone diseases"|93419
2130|93322|"Orphanet classification of rare bone diseases"|93419
2130|93321|"Orphanet classification of rare bone diseases"|93419
2130|93320|"Orphanet classification of rare bone diseases"|93419
364568|69028|"Orphanet classification of rare bone diseases"|93419
69028|498454|"Orphanet classification of rare bone diseases"|93419
498454|52056|"Orphanet classification of rare bone diseases"|93419
498454|3433|"Orphanet classification of rare bone diseases"|93419
498454|2956|"Orphanet classification of rare bone diseases"|93419
498454|2946|"Orphanet classification of rare bone diseases"|93419
498454|1858|"Orphanet classification of rare bone diseases"|93419
498454|2911|"Orphanet classification of rare bone diseases"|93419
498454|1295|"Orphanet classification of rare bone diseases"|93419
498454|1292|"Orphanet classification of rare bone diseases"|93419
498454|1078|"Orphanet classification of rare bone diseases"|93419
498454|974|"Orphanet classification of rare bone diseases"|93419
498454|1465|"Orphanet classification of rare bone diseases"|93419
498454|1278|"Orphanet classification of rare bone diseases"|93419
498454|363417|"Orphanet classification of rare bone diseases"|93419
498454|783|"Orphanet classification of rare bone diseases"|93419
783|353284|"Orphanet classification of rare bone diseases"|93419
783|353281|"Orphanet classification of rare bone diseases"|93419
783|353277|"Orphanet classification of rare bone diseases"|93419
498454|2438|"Orphanet classification of rare bone diseases"|93419
498454|1305|"Orphanet classification of rare bone diseases"|93419
498454|1276|"Orphanet classification of rare bone diseases"|93419
498454|247262|"Orphanet classification of rare bone diseases"|93419
498454|1001|"Orphanet classification of rare bone diseases"|93419
498454|444077|"Orphanet classification of rare bone diseases"|93419
498454|364577|"Orphanet classification of rare bone diseases"|93419
498454|166035|"Orphanet classification of rare bone diseases"|93419
498454|589608|"Orphanet classification of rare bone diseases"|93419
69028|498451|"Orphanet classification of rare bone diseases"|93419
498451|1319|"Orphanet classification of rare bone diseases"|93419
498451|1275|"Orphanet classification of rare bone diseases"|93419
498451|93387|"Orphanet classification of rare bone diseases"|93419
498451|93384|"Orphanet classification of rare bone diseases"|93419
498451|93383|"Orphanet classification of rare bone diseases"|93419
93383|572385|"Orphanet classification of rare bone diseases"|93419
93383|140908|"Orphanet classification of rare bone diseases"|93419
498451|93382|"Orphanet classification of rare bone diseases"|93419
498451|85169|"Orphanet classification of rare bone diseases"|93419
498451|2565|"Orphanet classification of rare bone diseases"|93419
498451|1487|"Orphanet classification of rare bone diseases"|93419
498451|498602|"Orphanet classification of rare bone diseases"|93419
498451|93397|"Orphanet classification of rare bone diseases"|93419
498451|93394|"Orphanet classification of rare bone diseases"|93419
498451|93396|"Orphanet classification of rare bone diseases"|93419
498451|93388|"Orphanet classification of rare bone diseases"|93419
498451|1570|"Orphanet classification of rare bone diseases"|93419
364568|498477|"Orphanet classification of rare bone diseases"|93419
498477|2440|"Orphanet classification of rare bone diseases"|93419
498477|2878|"Orphanet classification of rare bone diseases"|93419
498477|2439|"Orphanet classification of rare bone diseases"|93419
498477|2117|"Orphanet classification of rare bone diseases"|93419
498477|1986|"Orphanet classification of rare bone diseases"|93419
498477|1406|"Orphanet classification of rare bone diseases"|93419
498477|1892|"Orphanet classification of rare bone diseases"|93419
498477|1118|"Orphanet classification of rare bone diseases"|93419
498477|3329|"Orphanet classification of rare bone diseases"|93419
498477|978|"Orphanet classification of rare bone diseases"|93419
498477|69085|"Orphanet classification of rare bone diseases"|93419
498477|1897|"Orphanet classification of rare bone diseases"|93419
498477|1896|"Orphanet classification of rare bone diseases"|93419
364568|3292|"Orphanet classification of rare bone diseases"|93419
364568|488434|"Orphanet classification of rare bone diseases"|93419
364559|93455|"Orphanet classification of rare bone diseases"|93419
93455|597749|"Orphanet classification of rare bone diseases"|93419
597749|597746|"Orphanet classification of rare bone diseases"|93419
597749|85201|"Orphanet classification of rare bone diseases"|93419
597749|3047|"Orphanet classification of rare bone diseases"|93419
93455|293150|"Orphanet classification of rare bone diseases"|93419
93455|86789|"Orphanet classification of rare bone diseases"|93419
93455|2554|"Orphanet classification of rare bone diseases"|93419
93455|1509|"Orphanet classification of rare bone diseases"|93419
93455|2614|"Orphanet classification of rare bone diseases"|93419
364559|93454|"Orphanet classification of rare bone diseases"|93419
93454|453499|"Orphanet classification of rare bone diseases"|93419
453499|453504|"Orphanet classification of rare bone diseases"|93419
453499|352665|"Orphanet classification of rare bone diseases"|93419
93454|505248|"Orphanet classification of rare bone diseases"|93419
93454|447974|"Orphanet classification of rare bone diseases"|93419
93454|50817|"Orphanet classification of rare bone diseases"|93419
93454|329191|"Orphanet classification of rare bone diseases"|93419
93454|263508|"Orphanet classification of rare bone diseases"|93419
93454|85200|"Orphanet classification of rare bone diseases"|93419
93454|85164|"Orphanet classification of rare bone diseases"|93419
93454|66637|"Orphanet classification of rare bone diseases"|93419
