"OrphaCode"|"Name"|"Group"|"Type"|"OMIM"
314637|"Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency"|"Disorder"|"Disease"|614702
314632|"ATP13A2-related juvenile neuronal ceroid lipofuscinosis"|"Disorder"|"Disease"|606693
314802|"Short stature due to partial GHR deficiency"|"Disorder"|"Disease"|604271
314811|"Short stature due to GHSR deficiency"|"Disorder"|"Disease"|615925
314822|"Primary renal tubular acidosis"|"Group of disorders"|"Clinical group"|
314889|"Autosomal dominant proximal renal tubular acidosis"|"Subtype of disorder"|"Clinical subtype"|
314777|"Familial isolated pituitary adenoma"|"Disorder"|"Disease"|102200
314786|"Silent pituitary adenoma"|"Subtype of disorder"|"Histopathological subtype"|
314790|"Null pituitary adenoma"|"Subtype of disorder"|"Histopathological subtype"|
314795|"SHOX-related short stature"|"Disorder"|"Disease"|300582
314753|"Functioning pituitary adenoma"|"Group of disorders"|"Clinical group"|
314759|"Mixed functioning pituitary adenoma"|"Group of disorders"|"Category"|
314769|"Somatomammotropinoma"|"Disorder"|"Disease"|
314718|"Lethal arteriopathy syndrome due to fibulin-4 deficiency"|"Disorder"|"Disease"|614437
314721|"Atypical dentin dysplasia due to SMOC2 deficiency"|"Subtype of disorder"|"Clinical subtype"|125400
314749|"Rare disease with Cushing syndrome as a major feature"|"Group of disorders"|"Category"|
370127|"Medich giant platelet syndrome"|"Disorder"|"Disease"|
370109|"Ataxia-telangiectasia variant"|"Disorder"|"Disease"|
370106|"Rare disorder with dystonia and other neurologic or systemic manifestation"|"Group of disorders"|"Category"|
370103|"Primary dystonia, DYT17 type"|"Disorder"|"Disease"|612406
370097|"Oculocutaneous albinism type 6"|"Disorder"|"Disease"|113750
370091|"Oculocutaneous albinism type 5"|"Disorder"|"Disease"|615312
370396|"Small cell carcinoma of the ovary"|"Disorder"|"Disease"|
370348|"Peripheral primitive neuroectodermal tumor"|"Disorder"|"Disease"|612219
370334|"Extraskeletal Ewing sarcoma"|"Disorder"|"Disease"|612219
370131|"White platelet syndrome"|"Disorder"|"Disease"|
370046|"Didymosis aplasticosebacea"|"Disorder"|"Disease"|
370034|"Familial syringomyelia"|"Subtype of disorder"|"Clinical subtype"|
370039|"Angora hair nevus"|"Disorder"|"Disease"|
370022|"Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome"|"Disorder"|"Disease"|615960
370026|"Acute myeloid leukemia with t(8;16)(p11;p13) translocation"|"Disorder"|"Disease"|
370015|"Spondyloepimetaphyseal dysplasia, Isidor type"|"Disorder"|"Disease"|
370019|"Spondylometaphyseal dysplasia, Czarny-Ratajczak type"|"Disorder"|"Disease"|
370088|"Acute infantile liver failure-multisystemic involvement syndrome"|"Disorder"|"Disease"|615438
370076|"Fetal carbamazepine syndrome"|"Disorder"|"Malformation syndrome"|
370079|"Proximal 16p11.2 microduplication syndrome"|"Disorder"|"Malformation syndrome"|614671
370068|"Fetal anticonvulsant syndrome"|"Group of disorders"|"Clinical group"|
370052|"SCALP syndrome"|"Disorder"|"Disease"|
370059|"NEVADA syndrome"|"Disorder"|"Disease"|
371047|"Congenital disorder of glycosylation with neurological involvement"|"Group of disorders"|"Category"|
371071|"Congenital disorder of glycosylation with epilepsy as a major feature"|"Group of disorders"|"Category"|
371007|"Congenital muscular dystrophy with hyperlaxity"|"Disorder"|"Disease"|
370997|"Muscle-eye-brain disease with bilateral multicystic leucodystrophy"|"Disorder"|"Disease"|616538
371040|"Primary qualitative or quantitative defects of alpha-dystroglycan"|"Group of disorders"|"Category"|
371024|"Qualitative or quantitative defects of alpha-dystroglycan"|"Group of disorders"|"Category"|
371183|"Congenital disorder of glycosylation with cardiac malformation as a major feature"|"Group of disorders"|"Category"|
371176|"Congenital disorder of glycosylation with dilated cardiomyopathy"|"Group of disorders"|"Category"|
371195|"Congenital disorder of glycosylation-related bone disorder"|"Group of disorders"|"Category"|
371188|"Congenital disorder of glycosylation with intestinal involvement"|"Group of disorders"|"Category"|
371157|"Congenital disorder of glycosylation with hepatic involvement"|"Group of disorders"|"Category"|
370921|"STT3A-CDG"|"Disorder"|"Disease"|615596
370924|"STT3B-CDG"|"Disorder"|"Disease"|615597
370927|"SSR4-CDG"|"Disorder"|"Disease"|300934
370930|"XYLT1-CDG"|"Disorder"|"Disease"|
370953|"Congenital muscular dystrophy due to dystroglycanopathy"|"Group of disorders"|"Category"|
370959|"Congenital muscular dystrophy with cerebellar involvement"|"Disorder"|"Disease"|615351
370968|"Congenital muscular dystrophy with intellectual disability"|"Disorder"|"Disease"|615351
370980|"Congenital muscular dystrophy without intellectual disability"|"Disorder"|"Disease"|613152
370933|"GM3 synthase deficiency"|"Disorder"|"Disease"|609056
370943|"Autism spectrum disorder-epilepsy-arthrogryposis syndrome"|"Disorder"|"Disease"|615553
365563|"Primary short bowel syndrome"|"Group of disorders"|"Clinical group"|
369929|"Primary hyperaldosteronism-seizures-neurological abnormalities syndrome"|"Disorder"|"Disease"|615474
369920|"Pontocerebellar hypoplasia type 9"|"Disorder"|"Malformation syndrome"|615809
369942|"CADDS"|"Disorder"|"Disease"|300475
369939|"Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome"|"Disorder"|"Malformation syndrome"|300475
369955|"Methylmalonic acidemia with homocystinuria, type cblJ"|"Subtype of disorder"|"Clinical subtype"|614857
369950|"Intellectual disability-seizures-macrocephaly-obesity syndrome"|"Disorder"|"Disease"|
369970|"Microcornea-myopic chorioretinal atrophy-telecanthus syndrome"|"Disorder"|"Disease"|615458
369962|"Methylmalonic acidemia with homocystinuria, type cblX"|"Subtype of disorder"|"Clinical subtype"|309541
369979|"Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome"|"Disorder"|"Malformation syndrome"|
369992|"Severe dermatitis-multiple allergies-metabolic wasting syndrome"|"Disorder"|"Disease"|615508
370002|"Focal palmoplantar keratoderma with joint keratoses"|"Disorder"|"Disease"|148700
369999|"Diffuse palmoplantar keratoderma with painful fissures"|"Disorder"|"Disease"|148700
370010|"Intellectual disability-facial dysmorphism-hand anomalies syndrome"|"Disorder"|"Malformation syndrome"|
369837|"Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome"|"Disorder"|"Malformation syndrome"|615398
369840|"TRAPPC11-related limb-girdle muscular dystrophy R18"|"Disorder"|"Disease"|615356
369847|"Intellectual disability-hyperkinetic movement-truncal ataxia syndrome"|"Disorder"|"Disease"|
369852|"Congenital neutropenia-myelofibrosis-nephromegaly syndrome"|"Disorder"|"Disease"|615285
369861|"Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome"|"Disorder"|"Disease"|616084
369867|"Autosomal recessive intermediate Charcot-Marie-Tooth disease type C"|"Disorder"|"Disease"|615376
369873|"Obesity due to SIM1 deficiency"|"Subtype of disorder"|"Etiological subtype"|
369881|"2p21 microdeletion syndrome without cystinuria"|"Disorder"|"Malformation syndrome"|
369886|"Homozygous 2p21 microdeletion syndrome"|"Group of disorders"|"Clinical group"|
369891|"Developmental delay-facial dysmorphism syndrome due to MED13L deficiency"|"Disorder"|"Malformation syndrome"|616789
369897|"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies"|"Disorder"|"Disease"|615471
369913|"Combined oxidative phosphorylation defect type 17"|"Disorder"|"Disease"|615440
364063|"Infantile epileptic-dyskinetic encephalopathy"|"Disorder"|"Disease"|308350
364055|"Severe early-childhood-onset retinal dystrophy"|"Disorder"|"Disease"|
364039|"Hydroa vacciniforme-like lymphoma"|"Disorder"|"Disease"|
364043|"ALK-positive large B-cell lymphoma"|"Disorder"|"Disease"|
364028|"X-linked intellectual disability due to GRIA3 mutations"|"Disorder"|"Disease"|300699
364033|"Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood"|"Disorder"|"Disease"|
772|"Infantile Refsum disease"|"Disorder"|"Disease"|617370
1194|"TMEM70-related mitochondrial encephalo-cardio-myopathy"|"Disorder"|"Disease"|614052
363999|"Non-immune hydrops fetalis"|"Subtype of disorder"|"Clinical subtype"|236750
1048|"Isolated anencephaly/exencephaly"|"Disorder"|"Morphological anomaly"|206500
364013|"Immune hydrops fetalis"|"Subtype of disorder"|"Clinical subtype"|
363989|"Familial benign flecked retina"|"Disorder"|"Disease"|228980
823|"Isolated spina bifida"|"Group of disorders"|"Clinical group"|601634
363992|"Ichthyosis-short stature-brachydactyly-microspherophakia syndrome"|"Disorder"|"Disease"|613195
363976|"Giant cell tumor of bone"|"Disorder"|"Disease"|
363981|"Charcot-Marie-Tooth disease type 4B3"|"Disorder"|"Disease"|615284
363969|"Autosomal recessive cerebral atrophy"|"Disorder"|"Disease"|
363972|"Noonan syndrome-like disorder with juvenile myelomonocytic leukemia"|"Disorder"|"Malformation syndrome"|613563
363965|"Koolen-De Vries syndrome due to a point mutation"|"Subtype of disorder"|"Etiological subtype"|
363958|"17q21.31 microdeletion syndrome"|"Subtype of disorder"|"Etiological subtype"|610443
363746|"Balint syndrome"|"Disorder"|"Disease"|
363741|"Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome"|"Disorder"|"Disease"|601794
363727|"X-linked dyserythropoietic anemia with abnormal platelets and neutropenia"|"Disorder"|"Disease"|300835
363722|"Alexander disease type II"|"Subtype of disorder"|"Clinical subtype"|203450
363717|"Alexander disease type I"|"Subtype of disorder"|"Clinical subtype"|203450
363710|"Spinocerebellar ataxia type 37"|"Disorder"|"Disease"|615945
363705|"Craniofaciofrontodigital syndrome"|"Disorder"|"Disease"|114620
363700|"Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion"|"Subtype of disorder"|"Etiological subtype"|162200
363694|"Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome"|"Disorder"|"Disease"|613845
363686|"Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome"|"Disorder"|"Disease"|615074
363680|"2p13.2 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|
363677|"Childhood-onset autosomal recessive myopathy with external ophthalmoplegia"|"Disorder"|"Disease"|605637
364803|"Rare bone disease related to a common gene or pathway defect"|"Group of disorders"|"Category"|
364817|"Aggrecan-related bone disorder"|"Group of disorders"|"Category"|
364820|"TRPV4-related bone disorder"|"Group of disorders"|"Category"|
364574|"Acrofacial dysostosis"|"Group of disorders"|"Clinical group"|
364571|"Dysostosis with limb and face anomalies as a major feature"|"Group of disorders"|"Category"|
364577|"Intellectual disability-brachydactyly-Pierre Robin syndrome"|"Disorder"|"Malformation syndrome"|608670
364559|"Dysostosis"|"Group of disorders"|"Category"|
364541|"Otopalatodigital syndrome spectrum disorder"|"Group of disorders"|"Clinical group"|
364568|"Dysostosis with limb anomaly as a major feature"|"Group of disorders"|"Category"|
364526|"Primary bone dysplasia"|"Group of disorders"|"Category"|
364536|"Primary bone dysplasia with micromelia"|"Group of disorders"|"Category"|
364531|"Primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments"|"Group of disorders"|"Category"|
364198|"Bipartite talus"|"Disorder"|"Morphological anomaly"|
363417|"Temtamy preaxial brachydactyly syndrome"|"Disorder"|"Malformation syndrome"|605282
363409|"Fetal akinesia-cerebral and retinal hemorrhage syndrome"|"Disorder"|"Disease"|615368
363412|"Hypomyelination with brain stem and spinal cord involvement and leg spasticity"|"Disorder"|"Disease"|615281
363429|"Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome"|"Disorder"|"Disease"|616204
363432|"Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency"|"Subtype of disorder"|"Clinical subtype"|616204
363424|"Multiple mitochondrial dysfunctions syndrome type 3"|"Disorder"|"Disease"|615330
363314|"Genetic intestinal polyposis"|"Group of disorders"|"Category"|
363300|"Genetic intractable diarrhea of infancy"|"Group of disorders"|"Category"|
363306|"Genetic intestinal disease due to fat malabsorption"|"Group of disorders"|"Category"|
363396|"High myopia-sensorineural deafness syndrome"|"Disorder"|"Disease"|221200
363400|"Severe neurodegenerative syndrome with lipodystrophy"|"Disorder"|"Disease"|615924
363250|"Ciliopathy"|"Group of disorders"|"Category"|
363294|"Genetic syndromic Pierre Robin syndrome"|"Group of disorders"|"Category"|
363245|"Genetic progeroid syndrome"|"Group of disorders"|"Category"|
363203|"Ring chromosome"|"Group of disorders"|"Category"|
363189|"Congenital anomaly of the great veins"|"Group of disorders"|"Category"|
363618|"LMNA-related cardiocutaneous progeria syndrome"|"Disorder"|"Disease"|
363623|"GMPPB-related limb-girdle muscular dystrophy R19"|"Disorder"|"Disease"|615352
363649|"Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome"|"Disorder"|"Disease"|615381
363654|"X-linked parkinsonism-spasticity syndrome"|"Disorder"|"Disease"|300911
363659|"20q11.2 microduplication syndrome"|"Disorder"|"Malformation syndrome"|
363665|"Acroosteolysis-keloid-like lesions-premature aging syndrome"|"Disorder"|"Disease"|601812
363540|"Leukoencephalopathy with mild cerebellar ataxia and white matter edema"|"Disorder"|"Disease"|615651
363549|"Acute encephalopathy with biphasic seizures and late reduced diffusion"|"Disorder"|"Disease"|
363558|"New-onset refractory status epilepticus"|"Disorder"|"Disease"|
363567|"Acute encephalopathy with inflammation-mediated status epilepticus"|"Group of disorders"|"Clinical group"|
363579|"Extragonadal germ cell tumor"|"Group of disorders"|"Category"|
363582|"Gonadal germ cell tumor"|"Group of disorders"|"Category"|
363611|"CTCF-related neurodevelopmental disorder"|"Disorder"|"Disease"|615502
363504|"Germ cell tumor of testis"|"Group of disorders"|"Category"|273300
363494|"Non-seminomatous germ cell tumor of testis"|"Disorder"|"Disease"|273300
363523|"Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome"|"Disorder"|"Disease"|615328
363534|"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form"|"Disorder"|"Disease"|271245
363528|"Intellectual disability-strabismus syndrome"|"Disorder"|"Disease"|615286
363444|"THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome"|"Disorder"|"Malformation syndrome"|613680
363454|"BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy"|"Subtype of disorder"|"Etiological subtype"|615290
363447|"Autosomal dominant childhood-onset proximal spinal muscular atrophy"|"Disorder"|"Disease"|615290
363478|"Paratesticular adenocarcinoma"|"Disorder"|"Disease"|
363472|"Tumor of testis and paratestis"|"Group of disorders"|"Category"|
363489|"Sex cord-stromal tumor of testis"|"Disorder"|"Disease"|
363483|"Testicular teratoma"|"Disorder"|"Disease"|273300
357175|"Short ulna-dysmorphism-hypotonia-intellectual disability syndrome"|"Disorder"|"Malformation syndrome"|615162
357329|"Combined immunodeficiency due to IL21R deficiency"|"Disorder"|"Disease"|615207
357332|"Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome"|"Disorder"|"Malformation syndrome"|615170
357220|"Primary essential cutis verticis gyrata"|"Disorder"|"Disease"|
357225|"Primary non-essential cutis verticis gyrata"|"Disorder"|"Disease"|
357237|"Severe combined immunodeficiency due to CARD11 deficiency"|"Disorder"|"Disease"|615206
357506|"Genetic non-syndromic renal or urinary tract malformation"|"Group of disorders"|"Category"|
357502|"Idiopathic nephrotic syndrome"|"Group of disorders"|"Clinical group"|
356978|"D,L-2-hydroxyglutaric aciduria"|"Disorder"|"Disease"|615182
356947|"3q26q27 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|
356961|"SLC35A2-CDG"|"Disorder"|"Disease"|300896
357008|"Hemolytic uremic syndrome with DGKE deficiency"|"Disorder"|"Disease"|615008
357001|"19p13.13 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|613638
356996|"ANK3-related intellectual disability-sleep disturbance syndrome"|"Disorder"|"Disease"|615493
357043|"Amyotrophic lateral sclerosis type 4"|"Disorder"|"Disease"|602433
357034|"Non-hereditary retinoblastoma"|"Subtype of disorder"|"Clinical subtype"|180200
357027|"Hereditary retinoblastoma"|"Subtype of disorder"|"Clinical subtype"|180200
357074|"Autosomal recessive cutis laxa type 2, classic type"|"Subtype of disorder"|"Clinical subtype"|617402
357064|"Autosomal recessive cutis laxa type 2B"|"Disorder"|"Disease"|612940
357058|"Autosomal recessive cutis laxa type 2A"|"Disorder"|"Disease"|278250
357158|"Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome"|"Disorder"|"Disease"|602562
357154|"Oral submucous fibrosis"|"Disorder"|"Disease"|
357131|"Venous thoracic outlet syndrome"|"Subtype of disorder"|"Clinical subtype"|
357107|"Arterial thoracic outlet syndrome"|"Subtype of disorder"|"Clinical subtype"|
352654|"Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome"|"Disorder"|"Disease"|615491
352662|"Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome"|"Disorder"|"Disease"|615225
352657|"Hereditary benign intraepithelial dyskeratosis"|"Disorder"|"Disease"|127600
352641|"Autosomal recessive cerebellar ataxia with late-onset spasticity"|"Disorder"|"Disease"|
352636|"Phalangeal microgeodic syndrome"|"Disorder"|"Disease"|
352649|"Brain dopamine-serotonin vesicular transport disease"|"Disorder"|"Disease"|618049
352596|"Progressive myoclonic epilepsy with dystonia"|"Disorder"|"Disease"|615338
352629|"16q24.1 microdeletion syndrome"|"Disorder"|"Disease"|
352577|"Bainbridge-Ropers syndrome"|"Disorder"|"Disease"|615485
352587|"Focal epilepsy-intellectual disability-cerebro-cerebellar malformation"|"Disorder"|"Disease"|
352582|"Familial infantile myoclonic epilepsy"|"Disorder"|"Disease"|605021
352728|"Disorder of melanin metabolism"|"Group of disorders"|"Category"|
352731|"Oculocutaneous albinism type 1"|"Disorder"|"Disease"|606952
352734|"Minimal pigment oculocutaneous albinism type 1"|"Subtype of disorder"|"Clinical subtype"|
352737|"Temperature-sensitive oculocutaneous albinism type 1"|"Subtype of disorder"|"Clinical subtype"|606952
352709|"CLN13 disease"|"Subtype of disorder"|"Etiological subtype"|615362
352712|"Facial dysmorphism-immunodeficiency-livedo-short stature syndrome"|"Disorder"|"Disease"|615139
352718|"Progressive retinal dystrophy due to retinol transport defect"|"Disorder"|"Disease"|615147
352723|"Attenuated Chédiak-Higashi syndrome"|"Disorder"|"Disease"|
352687|"Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies"|"Group of disorders"|"Clinical group"|
352665|"Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion"|"Subtype of disorder"|"Etiological subtype"|
352670|"Autosomal dominant intermediate Charcot-Marie-Tooth disease type F"|"Disorder"|"Disease"|615185
352675|"X-linked Charcot-Marie-Tooth disease type 6"|"Disorder"|"Disease"|300905
352682|"Cobblestone lissencephaly without muscular or ocular involvement"|"Disorder"|"Disease"|615191
353277|"Rubinstein-Taybi syndrome due to CREBBP mutations"|"Subtype of disorder"|"Etiological subtype"|180849
353253|"Burning mouth syndrome"|"Disorder"|"Disease"|
353220|"Familial primary localized cutaneous amyloidosis"|"Disorder"|"Disease"|613955
353217|"Epileptic encephalopathy with global cerebral demyelination"|"Disorder"|"Disease"|612949
352763|"Scleredema"|"Disorder"|"Disease"|
352745|"Oculocutaneous albinism type 7"|"Disorder"|"Disease"|615179
353356|"Vasoproliferative tumor of the retina"|"Disorder"|"Disease"|
353344|"Idiopathic macular telangiectasia type 1"|"Disorder"|"Disease"|
353351|"Idiopathic macular telangiectasia type 3"|"Disorder"|"Disease"|
353334|"Congenital retinal arteriovenous communication"|"Disorder"|"Morphological anomaly"|
353320|"Pyruvate carboxylase deficiency, benign type"|"Subtype of disorder"|"Clinical subtype"|266150
353327|"Congenital myasthenic syndromes with glycosylation defect"|"Subtype of disorder"|"Etiological subtype"|616228
353308|"Pyruvate carboxylase deficiency, infantile type"|"Subtype of disorder"|"Clinical subtype"|266150
353314|"Pyruvate carboxylase deficiency, severe neonatal type"|"Subtype of disorder"|"Clinical subtype"|266150
353298|"Roifman syndrome"|"Disorder"|"Disease"|616651
353281|"Rubinstein-Taybi syndrome due to 16p13.3 microdeletion"|"Subtype of disorder"|"Etiological subtype"|610543
353284|"Rubinstein-Taybi syndrome due to EP300 haploinsufficiency"|"Subtype of disorder"|"Etiological subtype"|613684
352301|"Disorder of phospholipids, sphingolipids and fatty acids biosynthesis"|"Group of disorders"|"Category"|
352403|"Spectrin-associated autosomal recessive cerebellar ataxia"|"Disorder"|"Disease"|615386
352333|"Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome"|"Disorder"|"Disease"|614457
352328|"MEGDEL syndrome"|"Disorder"|"Disease"|614739
352447|"Progressive external ophthalmoplegia-myopathy-emaciation syndrome"|"Disorder"|"Disease"|615084
352312|"Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with skeletal muscle predominant involvement"|"Group of disorders"|"Category"|
352309|"Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with peripheral nerves predominant involvement"|"Group of disorders"|"Category"|
352306|"Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with central nervous system predominant involvement"|"Group of disorders"|"Category"|
352530|"Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome"|"Disorder"|"Disease"|
352563|"Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency"|"Disorder"|"Disease"|615395
352540|"Oncogenic osteomalacia"|"Disorder"|"Disease"|
352479|"ISPD-related limb-girdle muscular dystrophy R20"|"Disorder"|"Disease"|616052
352456|"Mitochondrial DNA maintenance syndrome"|"Group of disorders"|"Category"|
352470|"DNA2-related mitochondrial DNA deletion syndrome"|"Disorder"|"Disease"|615156
352490|"Autism spectrum disorder due to AUTS2 deficiency"|"Disorder"|"Disease"|615834
294951|"Congenital joint dislocations"|"Group of disorders"|"Category"|
294949|"Joint formation defects"|"Group of disorders"|"Category"|
294955|"Syndrome with limb reduction defects"|"Group of disorders"|"Category"|
294953|"Non syndromic limb overgrowth"|"Group of disorders"|"Category"|
294947|"Congenital deformities of fingers"|"Group of disorders"|"Category"|
294944|"Congenital deformities of limbs"|"Group of disorders"|"Category"|
294925|"Amelia"|"Group of disorders"|"Clinical group"|
294927|"Intercalary limb defects"|"Group of disorders"|"Clinical group"|
294415|"Renal-hepatic-pancreatic dysplasia"|"Disorder"|"Malformation syndrome"|615415
294422|"Chronic intestinal failure"|"Disorder"|"Clinical syndrome"|
294057|"Rare nevus"|"Group of disorders"|"Category"|
294060|"Multiple pterygium syndrome"|"Group of disorders"|"Clinical group"|
293987|"Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome"|"Disorder"|"Disease"|
294016|"Microcephaly-capillary malformation syndrome"|"Disorder"|"Malformation syndrome"|614261
294023|"Neonatal inflammatory skin and bowel disease"|"Disorder"|"Disease"|616069
294026|"Syndactyly-nystagmus syndrome due to 2q31.1 microduplication"|"Disorder"|"Malformation syndrome"|
293964|"Hypoinsulinemic hypoglycemia and body hemihypertrophy"|"Disorder"|"Disease"|240900
293967|"Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome"|"Disorder"|"Malformation syndrome"|
293978|"Deficiency in anterior pituitary function-variable immunodeficiency syndrome"|"Disorder"|"Disease"|615577
293958|"Hypertelorism-preauricular sinus-punctual pits-deafness syndrome"|"Disorder"|"Malformation syndrome"|614187
293955|"Childhood encephalopathy due to thiamine pyrophosphokinase deficiency"|"Disorder"|"Disease"|614458
293948|"1p21.3 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|
293939|"Distal Xq28 microduplication syndrome"|"Disorder"|"Malformation syndrome"|300815
293936|"EDICT syndrome"|"Disorder"|"Disease"|614303
293925|"Lethal occipital encephalocele-skeletal dysplasia syndrome"|"Disorder"|"Malformation syndrome"|614416
293910|"Familial isolated arrhythmogenic ventricular dysplasia, right dominant form"|"Subtype of disorder"|"Clinical subtype"|107970
293899|"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form"|"Subtype of disorder"|"Clinical subtype"|610193
293888|"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form"|"Subtype of disorder"|"Clinical subtype"|610193
293864|"Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome"|"Disorder"|"Malformation syndrome"|615710
293843|"3MC syndrome"|"Disorder"|"Malformation syndrome"|265050
293830|"Constitutional dyserythropoietic anemia"|"Group of disorders"|"Category"|
293822|"MITF-related melanoma and renal cell carcinoma predisposition syndrome"|"Disorder"|"Disease"|614456
293825|"Congenital dyserythropoietic anemia type IV"|"Disorder"|"Disease"|613673
293812|"Fixed drug eruption"|"Disorder"|"Disease"|
293815|"Toxic dermatosis"|"Group of disorders"|"Category"|
293807|"Ketamine-induced biliary dilatation"|"Disorder"|"Disease"|
293725|"Blepharophimosis-intellectual disability syndrome, Verloes type"|"Disorder"|"Malformation syndrome"|604314
293642|"Blepharophimosis-intellectual disability syndrome"|"Group of disorders"|"Clinical group"|
293707|"Blepharophimosis-intellectual disability syndrome, MKB type"|"Disorder"|"Malformation syndrome"|300895
293633|"PYCR1-related De Barsy syndrome"|"Subtype of disorder"|"Etiological subtype"|614438
295044|"Macrodactyly of fingers"|"Disorder"|"Morphological anomaly"|
295047|"Macrodactyly of toes"|"Disorder"|"Morphological anomaly"|
295049|"Upper limb hypertrophy"|"Disorder"|"Morphological anomaly"|
295051|"Lower limb hypertrophy"|"Disorder"|"Morphological anomaly"|
295022|"Congenital pseudoarthrosis of the fibula"|"Subtype of disorder"|"Clinical subtype"|
295024|"Congenital pseudoarthrosis of the radius"|"Subtype of disorder"|"Clinical subtype"|
295026|"Congenital pseudoarthrosis of the ulna"|"Subtype of disorder"|"Clinical subtype"|
295028|"Tibio-fibular synostosis"|"Disorder"|"Morphological anomaly"|
295030|"True congenital shoulder dislocation"|"Disorder"|"Morphological anomaly"|
295032|"Isolated congenital radial head dislocation"|"Disorder"|"Morphological anomaly"|
295034|"Congenital knee dislocation"|"Disorder"|"Morphological anomaly"|
295036|"Congenital patella dislocation"|"Disorder"|"Morphological anomaly"|
295012|"Syndactyly type 6"|"Disorder"|"Morphological anomaly"|
295020|"Congenital pseudoarthrosis of the femur"|"Subtype of disorder"|"Clinical subtype"|
295018|"Congenital pseudoarthrosis of the tibia"|"Subtype of disorder"|"Clinical subtype"|
295016|"Camptodactyly of fingers"|"Disorder"|"Morphological anomaly"|114200
295014|"Familial isolated clinodactyly of fingers"|"Disorder"|"Morphological anomaly"|
295004|"Central polydactyly"|"Disorder"|"Morphological anomaly"|
295002|"Hyperphalangy"|"Disorder"|"Morphological anomaly"|
295000|"Constriction rings syndrome"|"Disorder"|"Malformation syndrome"|217100
294977|"Congenital absence of thigh and lower leg with foot present"|"Disorder"|"Morphological anomaly"|
294979|"Congenital absence of both forearm and hand"|"Disorder"|"Morphological anomaly"|
294973|"Humeral agenesis/hypoplasia"|"Disorder"|"Morphological anomaly"|
294975|"Congenital absence of upper arm and forearm with hand present"|"Disorder"|"Morphological anomaly"|
294986|"Apodia"|"Disorder"|"Morphological anomaly"|
294988|"Congenital hypoplasia of thumb"|"Disorder"|"Morphological anomaly"|
294981|"Congenital absence of both lower leg and foot"|"Disorder"|"Morphological anomaly"|
294983|"Acheiria"|"Disorder"|"Morphological anomaly"|
294963|"Popliteal pterygium syndrome"|"Group of disorders"|"Clinical group"|
294957|"Dysostosis with combined reduction defects of upper and lower limbs"|"Group of disorders"|"Category"|
294959|"Syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy"|"Group of disorders"|"Category"|
294969|"Amelia of lower limb"|"Disorder"|"Morphological anomaly"|
294971|"Tetra-amelia"|"Disorder"|"Morphological anomaly"|
294965|"Lethal congenital contracture syndrome"|"Group of disorders"|"Clinical group"|
