"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
231568|"Infancy, Neonatal"|""|"Autosomal dominant"
231632|"All ages"|""|"Not applicable"
231637|"All ages"|""|"Not applicable"
231625|"All ages"|""|"Not applicable"
1900|"Infancy, Neonatal"|""|"Autosomal recessive"
231671|"Infancy, Neonatal"|""|"Autosomal recessive"
286|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
231679|"Infancy, Neonatal"|""|"Autosomal dominant"
231641|""|""|"Autosomal dominant, Not applicable"
285|"All ages"|""|"Autosomal dominant, Autosomal recessive"
231662|"Infancy, Neonatal"|""|"Autosomal recessive"
231736|"Infancy, Neonatal"|""|"Unknown"
231742|"Infancy, Neonatal"|""|"Autosomal dominant"
257|"Infancy, Neonatal"|""|"Autosomal recessive"
1901|"Infancy, Neonatal"|""|"Autosomal recessive"
231692|"Infancy, Neonatal"|""|"X-linked recessive"
231720|"Infancy, Neonatal"|""|"Autosomal recessive"
1899|"Infancy, Neonatal"|""|"Autosomal dominant"
839|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
531|"Infancy, Neonatal"|""|"Autosomal dominant"
1084|"Infancy, Neonatal"|""|"Unknown"
1083|"Infancy, Neonatal"|""|"Autosomal recessive"
452|"Neonatal"|""|"X-linked recessive"
238750|"Infancy, Neonatal"|""|"Not applicable, Unknown"
238755|"Adolescent, Adult"|""|"Autosomal dominant"
238763|"Infancy, Neonatal"|""|"Autosomal recessive"
238722|"Childhood, Infancy"|""|"Autosomal dominant, Autosomal recessive"
238744|"Infancy, Neonatal"|""|"Autosomal dominant"
238769|"Infancy, Neonatal"|""|"Not applicable, Unknown"
238517|"Infancy, Neonatal"|""|"Autosomal recessive"
238505|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
238468|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
238475|"Infancy, Neonatal"|""|"Autosomal recessive"
238455|"Infancy, Neonatal"|""|"Autosomal recessive"
238459|"Infancy, Neonatal"|""|"No data available"
238578|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
238583|"Infancy, Neonatal"|""|"Autosomal recessive"
238557|"Infancy, Neonatal"|""|"Autosomal recessive"
238569|"Infancy, Neonatal"|""|"Autosomal recessive"
238547|"All ages"|""|"Not applicable"
238523|"Infancy, Neonatal"|""|"Autosomal recessive"
238536|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
238637|"Infancy, Neonatal"|""|""
238624|"Adult, Elderly"|""|"Not applicable"
238621|""|""|"Not applicable"
238606|"Adult"|""|"Not applicable"
238593|"Adult"|""|"Not applicable"
238688|"Infancy, Neonatal"|""|"Not applicable"
238670|"All ages"|""|"Unknown"
238666|"Adolescent, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Oligogenic, Unknown, X-linked recessive"
238654|"Infancy, Neonatal"|""|"Unknown"
238650|"Infancy, Neonatal"|""|"Unknown"
238646|"Infancy, Neonatal"|""|"Unknown"
238642|"Adult"|""|"Unknown"
240071|"Adult"|""|"Not applicable"
240112|"Adult"|""|"Not applicable"
240103|"Adult"|""|"Not applicable"
240094|"Adult"|""|"Not applicable"
240085|"Adult"|""|"Not applicable"
240760|"Neonatal"|""|""
331226|"Infancy"|""|"Autosomal recessive"
331235|"All ages"|""|""
331176|"Infancy, Neonatal"|""|"Autosomal recessive"
331187|"Adolescent"|""|""
331190|"Childhood"|""|""
331206|"Infancy"|""|"Autosomal recessive"
330064|"Adult"|""|"Not applicable"
330001|"Adult, Elderly"|""|"Not applicable"
329977|"All ages"|""|"Not applicable"
329984|"Adult"|""|"Not applicable"
330015|"All ages"|""|"Not applicable"
330032|""|""|"Autosomal recessive"
330041|""|""|"Autosomal dominant"
330021|"All ages"|""|"Not applicable"
330029|"Infancy, Neonatal"|""|"Autosomal dominant"
330058|"Childhood"|""|"Not applicable"
330061|"Childhood"|""|"Multigenic/multifactorial, Not applicable"
330050|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
330054|"Infancy, Neonatal"|""|"Autosomal recessive"
329813|"Antenatal, Neonatal"|""|""
329802|"Infancy, Neonatal"|""|"Not applicable, Unknown"
329883|""|""|"Autosomal dominant"
329874|"Adolescent, Adult, Childhood, Infancy"|""|""
329475|"Adult"|""|"Autosomal dominant"
329481|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant"
329478|"Adult"|""|"Autosomal dominant"
329942|"Infancy, Neonatal"|""|"Autosomal dominant"
329971|"All ages"|""|"Autosomal dominant"
329967|"Adult"|""|""
329894|"Adolescent, Childhood"|""|""
329918|"All ages"|""|"Multigenic/multifactorial"
329903|""|""|"Multigenic/multifactorial, Unknown"
329308|"Adolescent, Childhood"|""|""
329314|"Adult"|""|"Autosomal recessive"
329319|"Infancy, Neonatal"|""|"Autosomal dominant"
329324|"Infancy, Neonatal"|""|"Unknown"
329284|"Childhood"|""|""
329457|"Neonatal"|""|"Autosomal recessive"
329466|"Adult"|""|"Autosomal dominant"
329469|"Childhood"|""|"Not applicable"
329329|"Infancy, Neonatal"|""|"Autosomal recessive"
329332|"Infancy, Neonatal"|""|"Autosomal recessive"
329336|"Adult"|""|"Autosomal dominant, Mitochondrial inheritance"
329228|"Antenatal, Neonatal"|""|"Autosomal recessive"
329224|"Infancy, Neonatal"|""|"Autosomal dominant"
329217|"All ages"|""|""
329211|"All ages"|""|"Autosomal dominant"
329195|"Infancy, Neonatal"|""|"Autosomal recessive"
329191|"Childhood"|""|"Autosomal dominant"
329178|"Infancy, Neonatal"|""|"Autosomal recessive"
329258|"Adolescent, Adult"|""|"Autosomal dominant"
329249|"Childhood"|""|"Autosomal dominant"
329242|"Infancy, Neonatal"|""|"Autosomal recessive"
329235|"Infancy, Neonatal"|""|"X-linked recessive"
329173|"Infancy, Neonatal"|""|"Autosomal recessive"
329|"All ages"|""|"Autosomal dominant, Autosomal recessive"
1243|"Adolescent, Childhood"|""|"Autosomal dominant"
324964|"Adolescent, Childhood"|""|"Not applicable"
324972|"Adolescent, Adult, Childhood"|""|""
324977|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
324718|"Adult"|""|"Autosomal dominant"
324713|"Adult, Elderly"|""|"Autosomal dominant"
324737|"Infancy, Neonatal"|""|""
324723|"Adult, Elderly"|""|"Autosomal dominant"
324648|"All ages"|""|""
324636|"Adult"|""|""
324708|"Elderly"|""|"Autosomal dominant"
324703|"Adult, Elderly"|""|"Autosomal dominant"
324611|""|""|"Autosomal dominant"
324632|"All ages"|""|""
324625|"All ages"|""|"Not applicable"
324588|"Childhood"|""|"Autosomal dominant"
324601|"Infancy, Neonatal"|""|"X-linked dominant, X-linked recessive"
324581|"Infancy, Neonatal"|""|"Autosomal recessive"
324585|"All ages"|""|"Autosomal dominant"
324569|"Infancy, Neonatal"|""|"Autosomal recessive"
324575|"Infancy, Neonatal"|""|"Autosomal dominant"
324540|"Infancy, Neonatal"|""|"Autosomal recessive"
324561|"Infancy, Neonatal"|""|"Autosomal dominant"
324530|"Infancy, Neonatal"|""|"Autosomal dominant"
324535|"Infancy, Neonatal"|""|"Autosomal recessive"
324525|"Infancy, Neonatal"|""|"No data available"
324442|"Childhood"|""|"Autosomal recessive"
324416|"Infancy, Neonatal"|""|"Autosomal dominant"
324422|"Infancy, Neonatal"|""|"X-linked recessive"
324410|"Infancy, Neonatal"|""|"X-linked recessive"
324381|"Adult"|""|"Autosomal dominant"
324364|"Neonatal"|""|""
324353|"Infancy, Neonatal"|""|""
324321|"Infancy, Neonatal"|""|"Autosomal recessive"
324313|"Infancy, Neonatal"|""|"Not applicable, Unknown"
324307|"Childhood"|""|"Unknown"
324299|"Childhood"|""|"Not applicable"
324294|"Childhood"|""|"Autosomal recessive"
324290|"Childhood"|""|"Autosomal recessive"
324262|"Infancy, Neonatal"|""|"Autosomal recessive"
320360|"Adult"|""|"Mitochondrial inheritance"
320355|"Adolescent, Adult"|""|"Autosomal dominant"
320370|"Adolescent, Childhood"|""|"Autosomal recessive"
320365|"Adolescent, Adult"|""|"Autosomal dominant"
320380|"Childhood, Infancy"|""|"Autosomal recessive"
320375|"Childhood"|""|"Autosomal recessive"
320391|"Childhood, Infancy"|""|"Autosomal recessive"
320385|"Infancy"|""|"Autosomal recessive"
320401|"Adolescent, Adult"|""|"Autosomal recessive"
320396|"Infancy"|""|"Autosomal recessive"
320411|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
320406|"Childhood, Infancy"|""|"Autosomal recessive"
319543|""|""|"Autosomal dominant"
319547|"Infancy, Neonatal"|""|"Autosomal recessive"
319535|"All ages"|""|"Autosomal recessive"
319539|"All ages"|""|"Autosomal recessive"
319519|"Infancy, Neonatal"|""|"Autosomal recessive"
319524|"Childhood, Infancy"|""|""
319509|"Infancy"|""|""
319514|"Infancy"|""|""
319589|""|""|"Autosomal dominant"
319595|"Childhood"|""|"Autosomal dominant"
319574|""|""|"Autosomal recessive"
319581|"Adolescent"|""|"Autosomal dominant"
319563|"Childhood"|""|"Autosomal recessive"
319569|""|""|"Autosomal recessive"
319552|"Childhood"|""|"Autosomal recessive"
319558|"Infancy, Neonatal"|""|"Autosomal recessive"
319651|"Childhood, Infancy"|""|""
319646|"Infancy, Neonatal"|""|"Autosomal recessive"
319640|"Adolescent, Adult"|""|""
319635|"Childhood"|""|""
319623|"Infancy"|""|"X-linked recessive"
319612|"Adolescent, Childhood"|""|"X-linked recessive"
319605|"Adolescent, Childhood, Infancy"|""|"X-linked recessive"
319600|"Infancy, Neonatal"|""|"Autosomal dominant"
319678|"Neonatal"|""|""
319675|"Antenatal, Neonatal"|""|""
319671|"Antenatal, Neonatal"|""|""
319254|"All ages"|""|""
319266|"All ages"|""|""
319276|"Adult, Elderly"|""|"Not applicable"
319239|"All ages"|""|""
319244|"All ages"|""|""
319251|"All ages"|""|""
319319|"Adult"|""|""
319322|"Adolescent, Adult, Elderly"|""|""
319325|"Adult, Elderly"|""|""
319298|"Adult, Elderly"|""|""
319303|"Adult, Elderly"|""|""
319308|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|""
319332|"Neonatal"|""|"Autosomal recessive"
319340|"Neonatal"|""|""
319487|"Adult"|""|"Not applicable"
319504|"Infancy, Neonatal"|""|"Autosomal recessive"
319213|"All ages"|""|""
319195|"Infancy, Neonatal"|""|""
319199|"Infancy"|""|"Autosomal recessive"
319229|"All ages"|""|""
319234|"All ages"|""|""
319218|"All ages"|""|"Not applicable"
319223|"All ages"|""|""
319160|"Neonatal"|""|"Autosomal dominant"
319189|"Adult"|""|"Autosomal dominant"
319192|""|""|"Autosomal recessive"
319182|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
317428|"Infancy, Neonatal"|""|"Autosomal recessive"
317425|"Infancy, Neonatal"|""|"Autosomal recessive"
317430|"Infancy, Neonatal"|""|"Autosomal recessive"
317473|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
317476|"Adolescent, Adult, Childhood"|""|"Unknown"
315311|"Infancy, Neonatal"|""|"Autosomal recessive"
315306|"Infancy, Neonatal"|""|"Autosomal recessive"
314993|"Infancy, Neonatal"|""|""
314978|"Infancy, Neonatal"|""|"X-linked recessive"
314970|"All ages"|""|""
314962|"All ages"|""|""
314950|"All ages"|""|""
314918|"Childhood"|""|"Autosomal recessive"
314911|"Infancy, Neonatal"|""|"Autosomal recessive"
314701|""|""|"Not applicable"
314709|""|""|"Not applicable"
314679|"Infancy, Neonatal"|""|"Autosomal recessive"
314667|"Infancy, Neonatal"|""|"Autosomal recessive"
314689|"Childhood"|""|"Autosomal recessive"
314684|"All ages"|""|""
314652|"Adult"|""|"Autosomal dominant"
314647|"Infancy, Neonatal"|""|"Autosomal dominant"
314662|"Antenatal, Neonatal"|""|""
314655|"Infancy, Neonatal"|""|"Unknown"
314629|"Adult"|""|"Autosomal recessive"
314621|"Infancy, Neonatal"|""|"Not applicable"
314637|"Infancy, Neonatal"|""|"Unknown"
314632|"Childhood"|""|"Autosomal recessive"
314802|"Childhood"|""|"Unknown"
314811|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
314889|"Childhood"|""|"Autosomal dominant"
314777|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Autosomal dominant"
314786|""|""|"Not applicable"
314790|""|""|"Not applicable"
314795|"Infancy, Neonatal"|""|"Autosomal dominant"
314718|"Infancy, Neonatal"|""|"Autosomal recessive"
314721|"Infancy, Neonatal"|""|"Autosomal recessive"
370127|"Infancy, Neonatal"|""|""
370103|"Adolescent, Adult"|""|""
370097|"Infancy, Neonatal"|""|"Autosomal recessive"
370091|"Infancy, Neonatal"|""|"Autosomal recessive"
370396|"Adolescent, Adult, Childhood, Infancy"|""|""
370348|"Adolescent, Adult, Childhood"|""|"Not applicable"
370334|"Adolescent, Adult, Childhood"|""|"Not applicable"
370131|""|""|"Autosomal dominant"
370046|""|""|"Not applicable"
370034|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
370039|"Infancy, Neonatal"|""|"Not applicable, Unknown"
370022|"Infancy, Neonatal"|""|"Autosomal recessive"
370026|"All ages"|""|"Not applicable"
370015|"Infancy, Neonatal"|""|""
370019|"Infancy, Neonatal"|""|""
370088|"Infancy, Neonatal"|""|"Autosomal recessive"
370076|""|""|"Not applicable"
370079|"Infancy, Neonatal"|""|""
370052|"Neonatal"|""|"Not applicable"
371007|"Neonatal"|""|""
370997|"Infancy"|""|""
370921|"Infancy, Neonatal"|""|"Autosomal recessive"
370924|"Infancy, Neonatal"|""|"Autosomal recessive"
370927|"Infancy, Neonatal"|""|"X-linked recessive"
370930|"Infancy, Neonatal"|""|"Autosomal recessive"
370959|"Infancy, Neonatal"|""|"Autosomal recessive"
370968|"Infancy, Neonatal"|""|"Autosomal recessive"
370980|"Infancy, Neonatal"|""|"Autosomal recessive"
370943|"Infancy, Neonatal"|""|"Autosomal recessive"
369929|"Infancy, Neonatal"|""|"Not applicable"
369920|"Infancy, Neonatal"|""|"Autosomal recessive"
369942|"Infancy, Neonatal"|""|"X-linked recessive"
369939|"Infancy, Neonatal"|""|"Autosomal recessive"
369955|"Infancy, Neonatal"|""|"Autosomal recessive"
369950|"Infancy, Neonatal"|""|"Not applicable, Unknown"
369970|"Childhood"|""|"Autosomal recessive"
369962|"Infancy, Neonatal"|""|"X-linked recessive"
369979|"Infancy, Neonatal"|""|""
369992|"Infancy, Neonatal"|""|"Autosomal recessive"
370002|"Infancy, Neonatal"|""|"Autosomal dominant"
369999|"Infancy, Neonatal"|""|"Autosomal dominant"
370010|"Infancy, Neonatal"|""|"Autosomal recessive"
369837|"Infancy, Neonatal"|""|"Autosomal recessive"
369840|"Childhood, Infancy"|""|"Autosomal recessive"
369847|"Childhood"|""|"Autosomal recessive"
369852|"Infancy, Neonatal"|""|"Autosomal recessive"
369861|"Infancy, Neonatal"|""|"Autosomal recessive"
369867|"Adult, All ages, Childhood"|""|"Autosomal recessive"
369873|"Infancy, Neonatal"|""|"Autosomal recessive"
369881|"Infancy, Neonatal"|""|"Autosomal recessive"
369891|"Infancy, Neonatal"|""|"Autosomal dominant"
369897|"Infancy, Neonatal"|""|"Autosomal recessive"
369913|"Infancy, Neonatal"|""|"Autosomal recessive"
364063|"Infancy, Neonatal"|""|"X-linked recessive"
364055|"Childhood, Infancy"|""|"Autosomal recessive"
364039|"Adult, Childhood"|""|"Not applicable"
364043|""|""|"Multigenic/multifactorial, Not applicable"
364028|"Infancy"|""|"X-linked recessive"
364033|"Childhood"|""|"Not applicable"
772|"All ages"|""|"Autosomal recessive"
1194|"Infancy, Neonatal"|""|"Autosomal recessive"
363999|"Antenatal, Neonatal"|""|"Not applicable"
1048|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
364013|"Antenatal, Neonatal"|""|"Not applicable"
363989|""|""|"Autosomal recessive"
823|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
363992|"Infancy, Neonatal"|""|"Autosomal recessive"
363976|"Adult"|""|"Not applicable"
363981|"Childhood"|""|"Autosomal recessive"
363969|"Infancy, Neonatal"|""|"Autosomal recessive"
363972|"Infancy, Neonatal"|""|"Autosomal dominant"
363965|"Infancy, Neonatal"|""|"Autosomal dominant"
363958|"Infancy, Neonatal"|""|"Autosomal dominant"
363746|"All ages"|""|"Not applicable"
363741|"Infancy, Neonatal"|""|"Autosomal dominant"
363727|"All ages"|""|"X-linked recessive"
363722|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
363717|"Infancy, Neonatal"|""|"Not applicable"
363710|"Adult"|""|"Autosomal dominant"
363705|"Neonatal"|""|"Unknown"
363694|"Infancy, Neonatal"|""|"Autosomal recessive"
363686|"Infancy, Neonatal"|""|"Autosomal dominant"
363680|"Infancy, Neonatal"|""|"Autosomal dominant"
363677|"Childhood"|""|"Autosomal recessive"
364577|"Neonatal"|""|""
364198|"Adolescent, Adult"|""|"Not applicable"
363417|"Infancy, Neonatal"|""|"Autosomal recessive"
363409|"Infancy, Neonatal"|""|"Autosomal recessive"
363412|"Adolescent, Infancy, Neonatal"|""|"Autosomal recessive"
363429|"Infancy, Neonatal"|""|"Autosomal recessive"
363432|"Infancy, Neonatal"|""|"Autosomal recessive"
363424|"Infancy, Neonatal"|""|"Autosomal recessive"
363396|"Infancy, Neonatal"|""|"Autosomal recessive"
363400|"Infancy, Neonatal"|""|"Autosomal recessive"
363618|"Childhood"|""|"Autosomal dominant"
363623|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
363649|"Childhood"|""|"Autosomal dominant"
363654|"Adolescent, Adult"|""|"X-linked recessive"
363665|"Infancy, Neonatal"|""|"Autosomal dominant"
363540|"All ages"|""|"Autosomal recessive"
363549|"Infancy, Neonatal"|""|""
363558|"Adult"|""|""
363567|"All ages"|""|""
363611|"Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
363494|"Adult"|""|"Not applicable"
363523|"Infancy, Neonatal"|""|"Autosomal recessive"
363534|"Infancy, Neonatal"|""|"Autosomal recessive"
363528|"Infancy, Neonatal"|""|"Autosomal recessive"
363444|"Infancy, Neonatal"|""|"Autosomal recessive"
363454|"Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
363447|"Adolescent, Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
363478|"Adult"|""|""
357175|"Infancy, Neonatal"|""|"Autosomal recessive"
357329|"Infancy, Neonatal"|""|"Autosomal recessive"
357332|"Infancy, Neonatal"|""|"Autosomal recessive"
357237|"Infancy, Neonatal"|""|"Autosomal recessive"
357502|"All ages"|""|""
356978|"Infancy, Neonatal"|""|"Autosomal recessive"
356947|"Infancy, Neonatal"|""|""
356961|"Infancy, Neonatal"|""|"Unknown"
357008|"Infancy"|""|"Autosomal recessive, Not applicable"
357001|"Infancy, Neonatal"|""|"Unknown"
356996|"Childhood"|""|"Autosomal recessive"
357043|"Adolescent, Childhood"|""|"Autosomal dominant"
357034|"Infancy, Neonatal"|""|"Not applicable"
357027|"Infancy, Neonatal"|""|"Autosomal dominant"
357074|""|""|"Autosomal recessive"
357064|""|""|"Autosomal recessive"
357058|"Neonatal"|""|"Autosomal recessive"
357158|"Infancy, Neonatal"|""|""
357154|"All ages"|""|""
352654|"Childhood"|""|"Autosomal recessive"
352662|"All ages"|""|"Autosomal dominant"
352657|"Infancy, Neonatal"|""|"Autosomal dominant"
352641|"Adolescent, Childhood"|""|"Autosomal recessive"
352636|"Childhood"|""|"Not applicable"
352649|"Infancy, Neonatal"|""|"Autosomal recessive"
352596|"Infancy, Neonatal"|""|"Autosomal recessive"
352629|"Infancy, Neonatal"|""|"Not applicable, Unknown"
352577|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
352587|"Infancy"|""|"Autosomal recessive"
352582|"Infancy, Neonatal"|""|"Autosomal recessive"
352731|"Infancy, Neonatal"|""|"Autosomal recessive"
352734|"Infancy, Neonatal"|""|"Autosomal recessive"
352737|"Infancy, Neonatal"|""|"Autosomal recessive"
352709|"Adult"|""|"Autosomal recessive"
352712|"Infancy, Neonatal"|""|"Autosomal recessive"
352718|"Childhood"|""|"Autosomal recessive"
352723|"Childhood"|""|"Autosomal recessive"
352665|"Infancy, Neonatal"|""|"Not applicable, Unknown"
352670|"All ages"|""|"Autosomal dominant"
352675|"Childhood"|""|"X-linked dominant"
352682|"Childhood, Infancy"|""|"Autosomal recessive"
353253|"Adult"|""|""
353220|"All ages"|""|"Autosomal dominant"
353217|""|""|"Autosomal recessive"
352763|"Adolescent, Adult, Childhood, Infancy"|""|"Not applicable"
352745|""|""|"Autosomal recessive"
353334|"Infancy, Neonatal"|""|""
353320|"Infancy"|""|"Autosomal recessive"
353327|"Infancy, Neonatal"|""|"Autosomal recessive"
353308|"Infancy"|""|"Autosomal recessive"
353314|"Infancy, Neonatal"|""|"Autosomal recessive"
353298|"Antenatal, Neonatal"|""|"Autosomal recessive"
353284|"Neonatal"|""|""
352403|"Infancy"|""|"Autosomal recessive"
352333|"Infancy, Neonatal"|""|"Autosomal recessive"
352328|"Infancy, Neonatal"|""|"Autosomal recessive"
352447|"All ages"|""|"Autosomal recessive"
352530|"Infancy, Neonatal"|""|"Autosomal recessive"
352563|"Infancy, Neonatal"|""|"Autosomal recessive"
352540|"All ages"|""|"Not applicable"
352479|"Childhood, Infancy"|""|"Autosomal recessive"
352470|"All ages"|""|"Autosomal dominant"
352490|"Infancy, Neonatal"|""|"Autosomal dominant"
294415|"Antenatal, Neonatal"|""|"Autosomal recessive"
294422|"All ages"|""|"Not applicable"
293987|"Childhood, Infancy"|""|"Unknown"
294016|"Infancy, Neonatal"|""|"Autosomal recessive"
294023|"Infancy, Neonatal"|""|"Autosomal recessive"
294026|"Neonatal"|""|"Unknown"
293964|"Infancy, Neonatal"|""|"Autosomal dominant"
293967|""|""|"Autosomal recessive"
293978|"Childhood"|""|"Autosomal dominant"
293958|"Infancy, Neonatal"|""|"Autosomal dominant"
293955|"Infancy, Neonatal"|""|"Autosomal recessive"
293948|"No data available"|""|"Unknown"
293939|"Infancy, Neonatal"|""|"X-linked recessive"
293936|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
293925|"Infancy, Neonatal"|""|"Autosomal recessive"
293864|"Infancy, Neonatal"|""|"Autosomal recessive"
293843|"Antenatal, Neonatal"|""|"Autosomal recessive"
293830|"Infancy, Neonatal"|""|""
293825|"Infancy, Neonatal"|""|"Autosomal dominant"
293812|"All ages"|""|"Not applicable"
293815|"All ages"|""|"Not applicable"
293807|"All ages"|""|"Not applicable"
293725|"Infancy, Neonatal"|""|"Unknown"
293642|"Infancy, Neonatal"|""|"Autosomal recessive, Mitochondrial inheritance, X-linked recessive"
293707|"Infancy, Neonatal"|""|"X-linked recessive"
295000|"Antenatal, Neonatal"|""|""
294963|"Antenatal, Neonatal"|""|"Autosomal dominant"
294971|"Antenatal"|""|""
289863|"All ages"|""|"Unknown"
289877|"Neonatal"|""|""
289916|"Infancy, Neonatal"|""|"Autosomal recessive"
289661|"Adult, Elderly"|""|"Not applicable"
289857|"Infancy, Neonatal"|""|"Autosomal recessive"
289860|"Infancy, Neonatal"|""|"Autosomal recessive"
289573|""|""|"Autosomal recessive"
289560|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
289553|"Infancy, Neonatal"|""|"Autosomal dominant"
289548|"Infancy, Neonatal"|""|"Autosomal recessive"
289539|"Adult"|""|"Autosomal dominant"
289601|"Adult"|""|"Autosomal recessive"
289596|"Adolescent, Childhood"|""|"Not applicable"
289586|"Infancy, Neonatal"|""|"Autosomal recessive"
293355|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked dominant"
293375|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
293381|"Childhood"|""|"Autosomal dominant"
293462|"Adult"|""|"Unknown"
293603|"Infancy, Neonatal"|""|"Autosomal recessive"
293621|"Infancy, Neonatal"|""|"X-linked recessive"
811|"Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
741|""|""|"Autosomal dominant"
293168|"Infancy, Neonatal"|""|"Autosomal recessive"
293165|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
428|"All ages"|""|"Autosomal dominant"
293181|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
2298|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
2207|"Childhood"|""|"Autosomal dominant"
293173|"All ages"|""|"Multigenic/multifactorial, Not applicable"
293199|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|""
393|"Adolescent, Antenatal, Neonatal"|""|"Autosomal dominant"
293202|"Adolescent, Adult, Childhood"|""|"Not applicable"
293284|"Infancy, Neonatal"|""|"Autosomal recessive"
293208|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
2459|"All ages"|""|"Not applicable"
2404|"All ages"|""|"Not applicable"
2394|"Childhood"|""|"Autosomal recessive"
2356|"Childhood"|""|"Autosomal recessive, Not applicable"
829|"Adult, Elderly"|""|"Not applicable"
3096|"Adolescent, Adult, Childhood, Infancy"|""|""
1929|"Childhood"|""|"Not applicable"
1183|"Childhood, Infancy"|""|"Not applicable"
2688|"Adult"|""|"Not applicable"
2686|"All ages"|""|"Autosomal dominant"
890|"All ages"|""|"Not applicable"
176|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked dominant, X-linked recessive"
231|"All ages"|""|""
2035|"All ages"|""|"Not applicable"
284448|"Adult"|""|"Not applicable"
284454|"Adolescent, Adult"|""|"Not applicable"
284460|"Adult"|""|"Not applicable"
284414|"Adult"|""|""
284417|"Infancy, Neonatal"|""|"Autosomal dominant"
284426|"Childhood"|""|"Autosomal recessive"
284435|"Adult"|""|"Autosomal dominant, Autosomal recessive"
284973|"All ages"|""|"Autosomal dominant"
284963|"All ages"|""|"Autosomal dominant"
284984|"All ages"|""|"Autosomal dominant"
284979|"Infancy, Neonatal"|""|"Autosomal dominant"
289365|"All ages"|""|"Autosomal dominant"
289347|"Childhood"|""|"Not applicable"
289356|"Adolescent"|""|"Unknown"
289377|"Infancy, Neonatal"|""|"Autosomal recessive"
289380|"Childhood"|""|"Autosomal recessive"
289290|"Childhood"|""|"Autosomal recessive"
289266|"Childhood"|""|"Autosomal dominant"
289326|"Adult"|""|"Not applicable"
289307|"Infancy, Neonatal"|""|"Autosomal recessive"
289504|"All ages"|""|"Autosomal dominant, Autosomal recessive"
289499|"Infancy, Neonatal"|""|"Autosomal recessive"
289494|"Adolescent, Adult, Childhood, Infancy"|""|""
289522|"Childhood"|""|""
289513|"Infancy, Neonatal"|""|""
289465|"Infancy, Neonatal"|""|"Autosomal dominant"
289390|""|""|"Not applicable"
289385|"Adult"|""|""
289483|"Infancy, Neonatal"|""|"X-linked recessive"
289478|"Adult"|""|"No data available"
289176|"Childhood, Infancy"|""|"Autosomal recessive"
289157|"Infancy, Neonatal"|""|"Autosomal recessive"
280926|"Adolescent, Adult, Childhood, Elderly"|""|""
280921|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
280914|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
280898|"All ages"|""|"Not applicable"
280892|"All ages"|""|"Not applicable"
280886|"All ages"|""|"Not applicable"
281097|"Infancy, Neonatal"|""|"Autosomal recessive"
281090|"Childhood"|""|"X-linked recessive"
281210|""|""|"Not applicable, X-linked dominant, X-linked recessive"
281190|"Neonatal"|""|"Autosomal dominant"
281201|"Infancy, Neonatal"|""|"Autosomal recessive"
281139|"Infancy, Neonatal"|""|"Autosomal dominant"
281122|"Neonatal"|""|"Autosomal recessive"
