"OrphaCode"|"Gene_Symbol"|"Relationship_Type"|"Status"
361|"NNT"|"Disease-causing germline mutation(s) in"|"Assessed"
216975|"NPC1"|"Disease-causing germline mutation(s) in"|"Assessed"
216975|"NPC2"|"Disease-causing germline mutation(s) in"|"Assessed"
216986|"NPC1"|"Disease-causing germline mutation(s) in"|"Assessed"
216986|"NPC2"|"Disease-causing germline mutation(s) in"|"Assessed"
216981|"NPC1"|"Disease-causing germline mutation(s) in"|"Assessed"
216981|"NPC2"|"Disease-causing germline mutation(s) in"|"Assessed"
217012|"BEAN1"|"Disease-causing germline mutation(s) in"|"Assessed"
2088|"SLC2A2"|"Disease-causing germline mutation(s) in"|"Assessed"
217031|"MC3R"|"Major susceptibility factor in"|"Assessed"
217266|"FREM1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
179|"HLA-A"|"Major susceptibility factor in"|"Assessed"
2584|"CTLA4"|"Part of a fusion gene in"|"Assessed"
2584|"TNFRSF1B"|"Disease-causing somatic mutation(s) in"|"Assessed"
2584|"CD28"|"Part of a fusion gene in"|"Assessed"
217093|"IDS"|"Disease-causing germline mutation(s) in"|"Assessed"
3162|"CTLA4"|"Part of a fusion gene in"|"Assessed"
3162|"TNFRSF1B"|"Disease-causing somatic mutation(s) in"|"Assessed"
3162|"CD28"|"Part of a fusion gene in"|"Assessed"
217085|"IDS"|"Disease-causing germline mutation(s) in"|"Assessed"
1451|"NLRP3"|"Disease-causing germline mutation(s) in"|"Assessed"
217059|"HPGD"|"Disease-causing germline mutation(s) in"|"Assessed"
217055|"GDAP1"|"Disease-causing germline mutation(s) in"|"Assessed"
217335|"RIN2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2745|"MID1"|"Disease-causing germline mutation(s) in"|"Assessed"
217330|"REN"|"Disease-causing germline mutation(s) in"|"Assessed"
1648|"GBA1"|"Major susceptibility factor in"|"Assessed"
1648|"SNCA"|"Major susceptibility factor in"|"Assessed"
1648|"APOE"|"Major susceptibility factor in"|"Assessed"
1648|"SNCB"|"Candidate gene tested in"|"Not yet assessed"
1171|"ATP1A3"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
217566|"SFTPC"|"Disease-causing germline mutation(s) in"|"Assessed"
217563|"SFTPB"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
217407|"DSC3"|"Disease-causing germline mutation(s) in"|"Assessed"
217467|"HRG"|"Disease-causing germline mutation(s) in"|"Assessed"
217390|"DOCK8"|"Disease-causing germline mutation(s) in"|"Assessed"
217385|"PAFAH1B1"|"Role in the phenotype of"|"Assessed"
217385|"YWHAE"|"Role in the phenotype of"|"Assessed"
217396|"SLC25A19"|"Disease-causing germline mutation(s) in"|"Assessed"
217371|"TRMU"|"Disease-causing germline mutation(s) in"|"Assessed"
217382|"FOLR1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
217377|"IQSEC2"|"Role in the phenotype of"|"Assessed"
217622|"EYA4"|"Disease-causing germline mutation(s) in"|"Assessed"
331|"F13A1"|"Disease-causing germline mutation(s) in"|"Assessed"
331|"F13B"|"Disease-causing germline mutation(s) in"|"Assessed"
159|"SLC25A20"|"Disease-causing germline mutation(s) in"|"Assessed"
79|"SERPINF2"|"Disease-causing germline mutation(s) in"|"Assessed"
2157|"HAL"|"Disease-causing germline mutation(s) in"|"Assessed"
220402|"CAV1"|"Major susceptibility factor in"|"Assessed"
220402|"HLA-DRB1"|"Major susceptibility factor in"|"Not yet assessed"
220402|"CCN2"|"Major susceptibility factor in"|"Not yet assessed"
220402|"IRF5"|"Major susceptibility factor in"|"Assessed"
220402|"KIAA0319L"|"Major susceptibility factor in"|"Not yet assessed"
220402|"CCR6"|"Major susceptibility factor in"|"Assessed"
3124|"AASS"|"Disease-causing germline mutation(s) in"|"Assessed"
220407|"HLA-DRB1"|"Major susceptibility factor in"|"Not yet assessed"
220386|"STAG2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
220386|"FGFR1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"SMC1A"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
220386|"STIL"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"PTCH1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"SHH"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"SIX3"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"TGIF1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"ZIC2"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"GLI2"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"TDGF1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"FOXH1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"FGF8"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"DISP1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"CDON"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"NODAL"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"DLL1"|"Disease-causing germline mutation(s) in"|"Assessed"
220386|"GAS1"|"Disease-causing germline mutation(s) in"|"Assessed"
2203|"AASS"|"Disease-causing germline mutation(s) in"|"Assessed"
220393|"CAV1"|"Major susceptibility factor in"|"Assessed"
220393|"HLA-DRB1"|"Major susceptibility factor in"|"Not yet assessed"
220393|"CCN2"|"Major susceptibility factor in"|"Not yet assessed"
220393|"IRF5"|"Major susceptibility factor in"|"Assessed"
220393|"CCR6"|"Major susceptibility factor in"|"Assessed"
332|"CBLIF"|"Disease-causing germline mutation(s) in"|"Assessed"
220436|"PLAU"|"Disease-causing germline mutation(s) in"|"Assessed"
2195|"SLC1A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
220443|"TBXA2R"|"Major susceptibility factor in"|"Not yet assessed"
2170|"MTR"|"Disease-causing germline mutation(s) in"|"Assessed"
220295|"ERCC5"|"Disease-causing germline mutation(s) in"|"Assessed"
220295|"ERCC4"|"Disease-causing germline mutation(s) in"|"Assessed"
220295|"ERCC2"|"Disease-causing germline mutation(s) in"|"Assessed"
220295|"ERCC3"|"Disease-causing germline mutation(s) in"|"Assessed"
414|"OAT"|"Disease-causing germline mutation(s) in"|"Assessed"
927|"NAGS"|"Disease-causing germline mutation(s) in"|"Assessed"
2880|"PCK1"|"Disease-causing germline mutation(s) in"|"Assessed"
2880|"PCK2"|"Disease-causing germline mutation(s) in"|"Assessed"
941|"GLYCTK"|"Disease-causing germline mutation(s) in"|"Assessed"
220465|"STAT5B"|"Disease-causing germline mutation(s) in"|"Assessed"
2843|"DCXR"|"Disease-causing germline mutation(s) in"|"Assessed"
220497|"NPHP1"|"Disease-causing germline mutation(s) in"|"Assessed"
220497|"RPGRIP1L"|"Disease-causing germline mutation(s) in"|"Assessed"
220497|"TMEM237"|"Disease-causing germline mutation(s) in"|"Assessed"
212|"CTH"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
220493|"AHI1"|"Disease-causing germline mutation(s) in"|"Assessed"
220493|"MKS1"|"Disease-causing germline mutation(s) in"|"Assessed"
220493|"INPP5E"|"Disease-causing germline mutation(s) in"|"Assessed"
220493|"CEP41"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
220493|"CEP120"|"Disease-causing germline mutation(s) in"|"Assessed"
470|"SLC7A7"|"Disease-causing germline mutation(s) in"|"Assessed"
145|"PTEN"|"Candidate gene tested in"|"Not yet assessed"
145|"RAD51"|"Candidate gene tested in"|"Not yet assessed"
145|"BRCA2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
145|"BRIP1"|"Candidate gene tested in"|"Not yet assessed"
145|"CHEK2"|"Candidate gene tested in"|"Not yet assessed"
145|"TP53"|"Candidate gene tested in"|"Not yet assessed"
145|"MRE11"|"Candidate gene tested in"|"Not yet assessed"
145|"NBN"|"Candidate gene tested in"|"Not yet assessed"
145|"PALB2"|"Candidate gene tested in"|"Not yet assessed"
145|"BARD1"|"Candidate gene tested in"|"Not yet assessed"
145|"RAD51C"|"Disease-causing germline mutation(s) in"|"Assessed"
145|"RAD50"|"Candidate gene tested in"|"Not yet assessed"
145|"RAD51D"|"Disease-causing germline mutation(s) in"|"Assessed"
145|"BRCA1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2965|"CDH23"|"Major susceptibility factor in"|"Assessed"
2965|"MEN1"|"Major susceptibility factor in"|"Assessed"
2965|"AIP"|"Major susceptibility factor in"|"Assessed"
538|"TSC1"|"Disease-causing somatic mutation(s) in"|"Assessed"
538|"TSC2"|"Disease-causing somatic mutation(s) in"|"Assessed"
1578|"PCBD1"|"Disease-causing germline mutation(s) in"|"Assessed"
3208|"SDHA"|"Disease-causing germline mutation(s) in"|"Assessed"
3208|"SDHB"|"Disease-causing germline mutation(s) in"|"Assessed"
3208|"SDHD"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
3208|"SDHAF1"|"Disease-causing germline mutation(s) in"|"Assessed"
221008|"ANAPC1"|"Disease-causing germline mutation(s) in"|"Assessed"
24|"FH"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
221016|"RECQL4"|"Disease-causing germline mutation(s) in"|"Assessed"
1561|"SCO1"|"Disease-causing germline mutation(s) in"|"Assessed"
1561|"SCO2"|"Disease-causing germline mutation(s) in"|"Assessed"
1561|"COX15"|"Disease-causing germline mutation(s) in"|"Assessed"
1561|"COA5"|"Disease-causing germline mutation(s) in"|"Assessed"
1561|"COA6"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"BCS1L"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"MT-CYB"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"UQCRQ"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"UQCRB"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"TTC19"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"UQCRC2"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"CYC1"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"LYRM7"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"UQCC2"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"UQCC3"|"Disease-causing germline mutation(s) in"|"Assessed"
1460|"UQCRFS1"|"Disease-causing germline mutation(s) in"|"Assessed"
851|"FLI1"|"Role in the phenotype of"|"Assessed"
221043|"FAM111B"|"Disease-causing germline mutation(s) in"|"Assessed"
221046|"USB1"|"Disease-causing germline mutation(s) in"|"Assessed"
745|"PROC"|"Disease-causing germline mutation(s) in"|"Assessed"
221061|"CCM2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
221061|"KRIT1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
221061|"PDCD10"|"Disease-causing germline mutation(s) in"|"Assessed"
849|"ITGA2B"|"Disease-causing germline mutation(s) in"|"Assessed"
849|"ITGB3"|"Disease-causing germline mutation(s) in"|"Assessed"
225154|"ADAR"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
225154|"MT-ATP6"|"Disease-causing germline mutation(s) in"|"Assessed"
225154|"NUP62"|"Disease-causing germline mutation(s) in"|"Assessed"
225123|"TFR2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
221126|"FLVCR2"|"Disease-causing germline mutation(s) in"|"Assessed"
221139|"KNSTRN"|"Disease-causing germline mutation(s) in"|"Assessed"
221139|"PIK3CD"|"Disease-causing germline mutation(s) in"|"Assessed"
221145|"LTBP4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
221145|"LTBP4"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
228003|"CORO1A"|"Disease-causing germline mutation(s) in"|"Assessed"
228000|"UNC119"|"Disease-causing germline mutation(s) in"|"Assessed"
842|"KIT"|"Disease-causing somatic mutation(s) in"|"Assessed"
227976|"TMEM126A"|"Disease-causing germline mutation(s) in"|"Assessed"
227796|"PRPH2"|"Candidate gene tested in"|"Not yet assessed"
227796|"RDH5"|"Disease-causing germline mutation(s) in"|"Assessed"
227796|"RLBP1"|"Disease-causing germline mutation(s) in"|"Assessed"
389|"MAP2K1"|"Disease-causing germline mutation(s) in"|"Assessed"
389|"NRAS"|"Disease-causing somatic mutation(s) in"|"Assessed"
389|"BRAF"|"Disease-causing somatic mutation(s) in"|"Assessed"
228012|"MYO6"|"Disease-causing germline mutation(s) in"|"Assessed"
543|"MYC"|"Part of a fusion gene in"|"Assessed"
319|"ERG"|"Part of a fusion gene in"|"Assessed"
319|"ETV1"|"Part of a fusion gene in"|"Assessed"
319|"EWSR1"|"Part of a fusion gene in"|"Assessed"
319|"FLI1"|"Part of a fusion gene in"|"Assessed"
319|"ETV4"|"Part of a fusion gene in"|"Assessed"
227535|"CDH1"|"Candidate gene tested in"|"Not yet assessed"
227535|"BRCA1"|"Major susceptibility factor in"|"Assessed"
227535|"BRCA2"|"Major susceptibility factor in"|"Assessed"
227535|"PALB2"|"Major susceptibility factor in"|"Assessed"
227535|"XRCC2"|"Major susceptibility factor in"|"Assessed"
227535|"KLLN"|"Major susceptibility factor in"|"Assessed"
227535|"RAD54L"|"Candidate gene tested in"|"Not yet assessed"
227535|"PPM1D"|"Candidate gene tested in"|"Not yet assessed"
227535|"SLC22A18"|"Candidate gene tested in"|"Not yet assessed"
668|"CHEK2"|"Candidate gene tested in"|"Not yet assessed"
668|"RB1"|"Candidate gene tested in"|"Assessed"
668|"TP53"|"Disease-causing somatic mutation(s) in"|"Assessed"
668|"TP53"|"Disease-causing germline mutation(s) in"|"Assessed"
227510|"COQ2"|"Major susceptibility factor in"|"Assessed"
2030|"ETV6"|"Part of a fusion gene in"|"Assessed"
2030|"NTRK3"|"Part of a fusion gene in"|"Assessed"
2126|"STAT6"|"Part of a fusion gene in"|"Assessed"
2126|"NAB2"|"Part of a fusion gene in"|"Assessed"
758|"ABCC6"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
758|"ENPP1"|"Disease-causing germline mutation(s) in"|"Assessed"
419|"PRODH"|"Disease-causing germline mutation(s) in"|"Assessed"
1501|"TP53"|"Disease-causing germline mutation(s) in"|"Assessed"
1501|"TP53"|"Disease-causing somatic mutation(s) in"|"Assessed"
1501|"ZNRF3"|"Disease-causing somatic mutation(s) in"|"Assessed"
1501|"CTNNB1"|"Disease-causing somatic mutation(s) in"|"Assessed"
1501|"CDKN2A"|"Disease-causing somatic mutation(s) in"|"Assessed"
1501|"TERT"|"Disease-causing somatic mutation(s) in"|"Assessed"
1501|"PRKAR1A"|"Disease-causing somatic mutation(s) in"|"Assessed"
226316|"DUOX2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
226307|"POU1F1"|"Disease-causing germline mutation(s) in"|"Assessed"
226307|"PROP1"|"Disease-causing germline mutation(s) in"|"Assessed"
226307|"HESX1"|"Disease-causing germline mutation(s) in"|"Assessed"
226307|"LHX3"|"Disease-causing germline mutation(s) in"|"Assessed"
226307|"LHX4"|"Disease-causing germline mutation(s) in"|"Assessed"
3273|"SS18"|"Part of a fusion gene in"|"Assessed"
3273|"SSX1"|"Part of a fusion gene in"|"Assessed"
3273|"SSX2"|"Part of a fusion gene in"|"Assessed"
503|"FLNB"|"Disease-causing germline mutation(s) in"|"Assessed"
2478|"MLC1"|"Disease-causing germline mutation(s) in"|"Assessed"
2478|"HEPACAM"|"Disease-causing germline mutation(s) in"|"Assessed"
3337|"EHHADH"|"Disease-causing germline mutation(s) in"|"Assessed"
3337|"GATM"|"Disease-causing germline mutation(s) in"|"Assessed"
3337|"SLC34A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
3337|"NDUFAF6"|"Disease-causing germline mutation(s) in"|"Assessed"
223|"AVPR2"|"Disease-causing germline mutation(s) in"|"Assessed"
223|"AQP2"|"Disease-causing germline mutation(s) in"|"Assessed"
228423|"GATA2"|"Disease-causing germline mutation(s) in"|"Assessed"
521|"BCR"|"Part of a fusion gene in"|"Assessed"
521|"ABL1"|"Part of a fusion gene in"|"Assessed"
521|"RUNX1"|"Biomarker tested in"|"Assessed"
228415|"NSD1"|"Role in the phenotype of"|"Assessed"
132|"BCHE"|"Disease-causing germline mutation(s) in"|"Assessed"
228426|"ITCH"|"Disease-causing germline mutation(s) in"|"Assessed"
2345|"GDF3"|"Disease-causing germline mutation(s) in"|"Assessed"
2345|"MEOX1"|"Disease-causing germline mutation(s) in"|"Assessed"
2345|"GDF6"|"Disease-causing germline mutation(s) in"|"Assessed"
1333|"BRCA1"|"Major susceptibility factor in"|"Assessed"
1333|"BRCA2"|"Major susceptibility factor in"|"Assessed"
1333|"CDKN2A"|"Major susceptibility factor in"|"Assessed"
1333|"SMAD4"|"Major susceptibility factor in"|"Assessed"
1333|"TP53"|"Major susceptibility factor in"|"Assessed"
1333|"KRAS"|"Major susceptibility factor in"|"Assessed"
1333|"PALB2"|"Major susceptibility factor in"|"Assessed"
1333|"PALLD"|"Major susceptibility factor in"|"Assessed"
1333|"RABL3"|"Disease-causing germline mutation(s) in"|"Assessed"
228387|"NKX3-2"|"Disease-causing germline mutation(s) in"|"Assessed"
228390|"ALX4"|"Disease-causing germline mutation(s) in"|"Assessed"
228410|"TAB2"|"Disease-causing germline mutation(s) in"|"Assessed"
228410|"TAB2"|"Role in the phenotype of"|"Assessed"
228402|"MBD5"|"Role in the phenotype of"|"Assessed"
228366|"MFSD8"|"Disease-causing germline mutation(s) in"|"Assessed"
228363|"CLN6"|"Disease-causing germline mutation(s) in"|"Assessed"
228360|"CLN5"|"Disease-causing germline mutation(s) in"|"Assessed"
228384|"MEF2C"|"Role in the phenotype of"|"Assessed"
228374|"NEFL"|"Disease-causing germline mutation(s) in"|"Assessed"
228340|"CLN6"|"Disease-causing germline mutation(s) in"|"Assessed"
228337|"CTSD"|"Disease-causing germline mutation(s) in"|"Assessed"
228329|"PPT1"|"Disease-causing germline mutation(s) in"|"Assessed"
228354|"CLN8"|"Disease-causing germline mutation(s) in"|"Assessed"
228349|"TPP1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
228346|"CLN3"|"Disease-causing germline mutation(s) in"|"Assessed"
228343|"DNAJC5"|"Disease-causing germline mutation(s) in"|"Assessed"
228302|"CPT2"|"Disease-causing germline mutation(s) in"|"Assessed"
228305|"CPT2"|"Disease-causing germline mutation(s) in"|"Assessed"
228308|"CPT2"|"Disease-causing germline mutation(s) in"|"Assessed"
3203|"RHAG"|"Disease-causing germline mutation(s) in"|"Assessed"
3202|"SLC4A1"|"Disease-causing germline mutation(s) in"|"Assessed"
3202|"PIEZO1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
3202|"KCNN4"|"Disease-causing germline mutation(s) in"|"Assessed"
228140|"SCN5A"|"Disease-causing germline mutation(s) in"|"Assessed"
228140|"DPP6"|"Disease-causing germline mutation(s) in"|"Assessed"
1018|"COL4A6"|"Role in the phenotype of"|"Assessed"
1018|"COL4A5"|"Role in the phenotype of"|"Assessed"
306|"SCN8A"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
306|"SCN2A"|"Disease-causing germline mutation(s) in"|"Assessed"
306|"KCNQ2"|"Disease-causing germline mutation(s) in"|"Assessed"
306|"KCNQ3"|"Disease-causing germline mutation(s) in"|"Assessed"
306|"PRRT2"|"Disease-causing germline mutation(s) in"|"Assessed"
328|"F10"|"Disease-causing germline mutation(s) in"|"Assessed"
228174|"AARS1"|"Disease-causing germline mutation(s) in"|"Assessed"
228169|"PDE8B"|"Disease-causing germline mutation(s) in"|"Assessed"
2132|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
2133|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
228179|"DNM2"|"Disease-causing germline mutation(s) in"|"Assessed"
288|"SPTA1"|"Disease-causing germline mutation(s) in"|"Assessed"
288|"SPTB"|"Disease-causing germline mutation(s) in"|"Assessed"
288|"EPB41"|"Disease-causing germline mutation(s) in"|"Assessed"
288|"GYPC"|"Disease-causing germline mutation(s) in"|"Assessed"
751|"ARSA"|"Disease-causing germline mutation(s) in"|"Assessed"
231531|"DTNBP1"|"Disease-causing germline mutation(s) in"|"Assessed"
231531|"BLOC1S5"|"Disease-causing germline mutation(s) in"|"Assessed"
231531|"BLOC1S3"|"Disease-causing germline mutation(s) in"|"Assessed"
231531|"BLOC1S6"|"Disease-causing germline mutation(s) in"|"Assessed"
231512|"HPS3"|"Disease-causing germline mutation(s) in"|"Assessed"
231512|"HPS5"|"Disease-causing germline mutation(s) in"|"Assessed"
231512|"HPS6"|"Disease-causing germline mutation(s) in"|"Assessed"
256|"TOR1A"|"Disease-causing germline mutation(s) in"|"Assessed"
256|"EIF2AK2"|"Disease-causing germline mutation(s) in"|"Assessed"
256|"SHQ1"|"Disease-causing germline mutation(s) in"|"Assessed"
231500|"HPS1"|"Disease-causing germline mutation(s) in"|"Assessed"
231500|"HPS4"|"Disease-causing germline mutation(s) in"|"Assessed"
2073|"HCRT"|"Major susceptibility factor in"|"Assessed"
2073|"HLA-DRB1"|"Major susceptibility factor in"|"Assessed"
2073|"HLA-DQB1"|"Major susceptibility factor in"|"Assessed"
2073|"MOG"|"Major susceptibility factor in"|"Assessed"
2073|"TNFSF4"|"Major susceptibility factor in"|"Assessed"
2073|"P2RY11"|"Major susceptibility factor in"|"Assessed"
2073|"ZNF365"|"Major susceptibility factor in"|"Assessed"
2073|"CTSH"|"Major susceptibility factor in"|"Assessed"
231401|"ATRX"|"Disease-causing somatic mutation(s) in"|"Assessed"
231393|"GATA1"|"Disease-causing germline mutation(s) in"|"Assessed"
1309|"HNF1B"|"Disease-causing germline mutation(s) in"|"Assessed"
231249|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
231242|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
2197|"ADCY10"|"Disease-causing germline mutation(s) in"|"Assessed"
231237|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
231237|"HBG1"|"Disease-causing germline mutation(s) in"|"Assessed"
231237|"HBD"|"Disease-causing germline mutation(s) in"|"Assessed"
231226|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
231222|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
231214|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
2841|"ATP2C1"|"Disease-causing germline mutation(s) in"|"Assessed"
231183|"CEP78"|"Disease-causing germline mutation(s) in"|"Assessed"
231183|"ARSG"|"Disease-causing germline mutation(s) in"|"Assessed"
231183|"CLRN1"|"Disease-causing germline mutation(s) in"|"Assessed"
231183|"MT-TS2"|"Disease-causing germline mutation(s) in"|"Not yet assessed"
231183|"HARS1"|"Disease-causing germline mutation(s) in"|"Assessed"
347|"WT1"|"Disease-causing germline mutation(s) in"|"Assessed"
231178|"USH2A"|"Disease-causing germline mutation(s) in"|"Assessed"
231178|"ADGRV1"|"Disease-causing germline mutation(s) in"|"Assessed"
231178|"MYO7A"|"Disease-causing germline mutation(s) in"|"Assessed"
231178|"WHRN"|"Disease-causing germline mutation(s) in"|"Assessed"
231178|"PDZD7"|"Modifying germline mutation in"|"Assessed"
231154|"RAG1"|"Disease-causing germline mutation(s) in"|"Assessed"
2596|"MT-TE"|"Disease-causing germline mutation(s) in"|"Assessed"
2966|"CFP"|"Disease-causing germline mutation(s) in"|"Assessed"
231160|"ANGPTL6"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231160|"COL3A1"|"Candidate gene tested in"|"Not yet assessed"
231160|"ENG"|"Major susceptibility factor in"|"Assessed"
231160|"TGFBR3"|"Candidate gene tested in"|"Not yet assessed"
231160|"THSD1"|"Disease-causing germline mutation(s) in"|"Assessed"
231169|"USH1K"|"Disease-causing germline mutation(s) in"|"Assessed"
231169|"CDH23"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231169|"USH1C"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231169|"USH1G"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231169|"MYO7A"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231169|"PCDH15"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231169|"USH1E"|"Disease-causing germline mutation(s) in"|"Assessed"
231169|"USH1H"|"Disease-causing germline mutation(s) in"|"Assessed"
231169|"CIB2"|"Disease-causing germline mutation(s) in"|"Assessed"
231169|"ESPN"|"Disease-causing germline mutation(s) in"|"Assessed"
231140|"IGF2"|"Role in the phenotype of"|"Assessed"
231140|"H19"|"Role in the phenotype of"|"Assessed"
231144|"H19"|"Role in the phenotype of"|"Assessed"
231144|"IGF2"|"Role in the phenotype of"|"Assessed"
231120|"CDKN1C"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231127|"H19"|"Role in the phenotype of"|"Assessed"
231108|"SMARCB1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
231108|"SMARCA4"|"Disease-causing germline mutation(s) in"|"Assessed"
231117|"H19"|"Role in the phenotype of"|"Assessed"
231117|"KCNQ1OT1"|"Role in the phenotype of"|"Assessed"
231117|"IGF2"|"Role in the phenotype of"|"Assessed"
231040|"SASH1"|"Disease-causing germline mutation(s) in"|"Assessed"
3318|"TET2"|"Biomarker tested in"|"Assessed"
3318|"JAK2"|"Disease-causing somatic mutation(s) in"|"Assessed"
3318|"MPL"|"Disease-causing somatic mutation(s) in"|"Assessed"
3318|"CALR"|"Disease-causing somatic mutation(s) in"|"Assessed"
3318|"SH2B3"|"Disease-causing somatic mutation(s) in"|"Assessed"
3318|"TP53"|"Biomarker tested in"|"Assessed"
230857|"COL1A1"|"Disease-causing germline mutation(s) in"|"Assessed"
230857|"COL1A2"|"Disease-causing germline mutation(s) in"|"Assessed"
230851|"COL1A2"|"Disease-causing germline mutation(s) in"|"Assessed"
82|"SERPINC1"|"Disease-causing germline mutation(s) in"|"Assessed"
230839|"TNXB"|"Disease-causing germline mutation(s) in"|"Assessed"
238269|"APOA2"|"Disease-causing germline mutation(s) in"|"Assessed"
238446|"UBE3A"|"Role in the phenotype of"|"Assessed"
238329|"AIFM1"|"Disease-causing germline mutation(s) in"|"Assessed"
231568|"COL7A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1900|"PLOD1"|"Disease-causing germline mutation(s) in"|"Assessed"
231671|"GH1"|"Disease-causing germline mutation(s) in"|"Assessed"
231671|"GHRHR"|"Disease-causing germline mutation(s) in"|"Assessed"
286|"COL3A1"|"Disease-causing germline mutation(s) in"|"Assessed"
231679|"GH1"|"Disease-causing germline mutation(s) in"|"Assessed"
231679|"POU1F1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
231662|"GH1"|"Disease-causing germline mutation(s) in"|"Assessed"
231662|"RNPC3"|"Disease-causing germline mutation(s) in"|"Assessed"
257|"PLEC"|"Disease-causing germline mutation(s) in"|"Assessed"
1901|"ADAMTS2"|"Disease-causing germline mutation(s) in"|"Assessed"
1901|"ADAMTSL2"|"Disease-causing germline mutation(s) in"|"Assessed"
231720|"LHX3"|"Disease-causing germline mutation(s) in"|"Assessed"
1899|"COL1A2"|"Disease-causing germline mutation(s) in"|"Assessed"
1899|"COL1A1"|"Disease-causing germline mutation(s) in"|"Assessed"
839|"NPHS1"|"Disease-causing germline mutation(s) in"|"Assessed"
531|"HIC1"|"Candidate gene tested in"|"Not yet assessed"
531|"YWHAE"|"Role in the phenotype of"|"Assessed"
531|"PAFAH1B1"|"Role in the phenotype of"|"Assessed"
452|"ARX"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
238763|"LTBP2"|"Disease-causing germline mutation(s) in"|"Assessed"
238722|"DNAL4"|"Disease-causing germline mutation(s) in"|"Assessed"
