"Parent_OrphaCode"|"OrphaCode"
251355|251365
251355|251359
275752|232
466066|275749
275749|231386
231386|231393
275749|231230
231230|330032
231230|231249
231230|231242
231230|231237
231230|46532
275749|848
466066|275745
275745|232288
232288|231401
232288|98791
232288|847
275745|846
846|163596
846|93616
466066|90039
466066|2133
466066|2132
466066|621
466066|330041
158300|86816
158300|447
98053|158029
98053|156638
156638|435554
435554|178040
435554|169615
156638|325690
156638|293964
156638|276525
156638|183643
183643|445018
183643|391487
183643|280651
183643|100094
183643|37042
183643|3453
183643|1227
156638|183637
183637|189427
183637|324299
183637|371861
371861|369929
371861|235936
183637|199247
183637|189439
183637|181412
183637|101960
183637|29072
183637|320
183637|2976
183637|427
156638|183634
183634|300547
183634|289098
183634|208596
208596|2207
2207|652
208596|417
183634|208593
208593|181402
208593|97593
208593|3453
208593|2238
183634|53715
183634|405
156638|183631
183631|596426
183631|276399
183631|181399
183631|181396
442|226316
156638|183628
183628|397685
183628|300373
183628|181393
183628|101957
101957|30925
156638|183625
183625|3044
183625|306558
183625|181368
183625|168569
183625|93111
183625|49827
183625|224
183625|552
183625|225
183625|2596
183625|3464
183625|2255
183625|1667
183625|1133
183625|64
183625|676
183625|3463
183625|544628
183625|445062
183625|411590
183625|391408
156638|181441
156638|156643
156643|85173
156643|494433
156643|436174
156643|226292
156643|181393
156643|178040
156643|95709
156643|95488
156643|54595
156643|418
156638|101953
156638|98305
156638|77828
156638|785
156638|485382
98053|156619
156619|404463
156619|325690
156619|156622
156622|95706
156622|289365
156622|165707
156622|73217
156622|48
156619|1331
98053|156610
156610|661
156610|99803
156610|122
156610|505248
156610|293987
156610|425120
156610|431353
431353|199241
431353|31837
156610|264992
264992|618899
618899|618891
618899|77293
618899|77292
264992|444092
264992|440392
264992|352629
264992|306504
264992|221043
264992|217566
264992|210122
264992|137631
264992|100049
100049|572428
100049|440427
100049|440402
100049|264675
100049|217563
100049|209905
264992|2414
264992|621758
156610|247522
156610|228426
156610|183622
183622|774
183622|3317
183622|3035
183622|2470
183622|2407
183622|2257
183622|1120
183622|1928
156610|168593
156610|60033
156610|60025
156610|422
422|275777
422|275766
156610|538
156610|3167
156610|3471
156610|244
156610|2903
156610|60
156610|586
98053|156601
156601|1414
156601|276405
156601|156607
156607|586
156607|521432
156607|480556
156607|480520
156607|53035
156607|69663
156607|59303
156607|52
156607|2924
156607|2697
156601|156604
156604|541423
156604|731
156604|397922
156604|391366
156604|370088
156604|300293
156604|84064
156604|2031
156604|464724
156604|466794
156604|294415
156604|3032
156604|1454
156604|440427
156604|217371
156601|101940
101940|247585
101940|75234
101940|75233
101940|254902
101940|53693
101940|371157
371157|329178
371157|324422
371157|319646
371157|314667
371157|300536
371157|263501
371157|244310
371157|79332
371157|79330
371157|79328
371157|79326
371157|79325
371157|79319
371157|79318
101940|369942
101940|309854
101940|284385
284385|163631
163631|276066
163631|238475
163631|485631
485631|79303
485631|79302
485631|79301
485631|79095
163631|909
284385|65682
65682|99961
65682|99960
284385|172
172|168583
172|480476
172|480491
172|480483
172|79306
172|79305
172|79304
101940|264580
101940|247790
101940|220489
220489|465508
220489|225123
220489|139491
220489|79230
101940|217371
101940|139507
101940|137681
101940|254871
101940|79240
101940|79189
79189|772
79189|44
79189|912
101940|2088
101940|882
101940|3196
101940|3111
101940|234
101940|364
364|79259
364|79258
101940|469
101940|446
101940|79238
79238|308487
79238|308473
101940|205
205|79235
205|79234
101940|60
101940|905
101940|369
101940|367
101940|397922
101940|79239
101940|366
101940|443197
101940|79278
101940|95161
95161|101330
101330|443062
101330|443057
95161|95159
101940|95157
95157|100924
95157|79473
95157|79276
95157|79273
101940|618899
156601|79124
156601|2312
98053|140162
140162|619340
619340|488647
619340|524
619340|585877
585877|585956
585877|585948
585877|585942
585877|585936
585877|585929
585877|585918
585877|585909
619340|319465
619340|71290
619340|500
619340|648
140162|589746
589746|201
589746|523
589746|2869
589746|443909
589746|213517
213517|213524
213517|145
140162|634518
634518|637
634518|636
634518|634492
634518|634475
634518|634461
634518|93921
140162|447961
140162|2198
140162|568056
140162|435953
140162|431149
140162|425003
140162|404560
140162|357027
140162|319328
319328|893
319328|523
319328|122
319328|805
319328|892
319328|422526
319328|404476
319328|319462
319328|99880
319328|97290
319328|47044
319328|116
319328|2849
140162|313846
140162|293822
140162|289539
140162|276399
140162|252202
140162|238510
140162|183422
183422|99812
183422|90342
183422|2608
183422|169079
183422|438134
183422|363972
183422|306498
183422|300576
183422|280558
183422|251347
183422|240760
183422|221016
183422|220295
183422|166113
183422|60040
183422|50944
183422|811
183422|347
183422|220
183422|882
183422|2849
183422|910
183422|647
183422|798
183422|2128
183422|1052
183422|500
183422|902
183422|373
183422|805
183422|191
183422|84
183422|821
183422|813
183422|3071
183422|125
183422|124
183422|562
183422|116
183422|50
183422|52
183422|794
183422|2869
183422|893
183422|648
183422|783
183422|906
183422|100
140162|163634
140162|99749
140162|1572
140162|302
140162|296
140162|1775
140162|1059
140162|377
140162|252206
98053|101435
101435|183619
183619|91481
183619|636
183619|357027
101435|98658
98658|88629
98658|49382
98658|16
101435|98618
98618|98621
98621|98622
98622|65
98622|3163
98621|53691
98618|98619
101435|522504
522504|522578
522578|617449
522578|314555
522578|98706
98706|284811
284811|2720
284811|79430
284811|2719
284811|381
381|79478
381|79477
381|79476
284811|167
284811|603494
98706|284804
284804|54
284804|1000
98706|55
55|597733
55|370097
55|370091
55|352745
55|352731
352731|352737
352731|352734
352731|79434
352731|79431
55|79435
55|79433
55|79432
522578|359
359|522580
522580|98638
98638|1064
98638|96125
98638|79213
98638|782
98638|3449
98638|3163
98638|2875
98638|2712
98638|2556
98638|2409
98638|2085
98638|709
98638|828
98638|3205
98638|560
98638|893
98638|394
98638|783
98638|534
98638|892
98638|1052
98638|2614
98638|588
98638|272
98638|2818
98638|2636
98638|2536
98638|1425
98638|1259
98638|1069
522580|525677
359|156005
522504|522570
522570|522572
522572|98668
98668|519327
519327|313838
519327|85194
519327|899
519327|2788
519327|1571
519327|828
519327|464
519327|649
519327|3378
98668|519304
519304|91496
519304|91495
519304|53540
519304|898
519304|891
519304|190
519304|329211
519304|3086
522572|522576
522576|575553
522576|838
522576|506307
522576|353334
522576|329211
522576|313838
522576|284247
522576|247691
522576|209943
522576|71213
522576|40923
522576|891
522576|190
522576|136
522572|522574
522574|98945
522574|97341
522572|209867
522572|75374
522572|71862
71862|520817
520817|519319
519319|227796
519319|75382
519319|827
519319|363989
519319|75376
519319|215
519319|16
519319|99179
519319|90001
519319|75378
519319|49382
519319|41751
520817|519306
519306|52427
519306|519302
519302|319640
519302|251287
519302|247834
519302|75381
519302|75377
519302|75327
519302|63454
63454|99004
63454|99003
63454|99002
63454|99001
63454|99000
519302|59181
519302|827
519302|1243
519306|139455
519306|65
519306|1872
519306|1871
519306|791
519306|488197
519306|209932
519306|178333
519306|85128
519306|364055
519306|67042
519306|53540
71862|519325
519325|611207
519325|603684
519325|603694
519325|589442
519325|141007
519325|519323
519323|2196
519323|1897
519323|1471
519323|91494
519325|466718
519325|423479
519325|397758
519325|352718
519325|313850
519325|828
519325|816
519325|2318
519325|313800
519325|309294
519325|250977
519325|220493
519325|171844
519325|168491
168491|228366
168491|228363
168491|228360
168491|228354
168491|228349
168491|228337
168491|228329
519325|168486
168486|228337
519325|157850
157850|216873
157850|216866
519325|98661
98661|494439
98661|168549
98661|166035
98661|79282
98661|79189
98661|1415
98661|3363
98661|1574
98661|1515
98661|1264
98661|773
98661|14
98661|644
98661|96
98661|263347
98661|85332
98661|5
98661|3156
98661|2196
98661|140976
98661|140969
98661|110
98661|2653
98661|3011
98661|2718
98661|2579
98661|2235
98661|886
98661|191
98661|2377
98661|193
98661|3085
98661|480
98661|436274
98661|436245
98661|314572
98661|247522
98661|220295
98661|171848
519325|93598
519325|91496
519325|85167
519325|79665
519325|79264
79264|228357
79264|228354
79264|228349
79264|228346
79264|228337
79264|228329
519325|79263
79263|263516
79263|228329
519325|79262
79262|352709
79262|314629
79262|228363
79262|228343
79262|228340
79262|228337
79262|228329
519325|79255
519325|77292
519325|77259
519325|75858
519325|48818
519325|225
519325|758
519325|3088
519325|2715
519325|2526
519325|2518
519325|2246
519325|1051
519325|1995
519325|1873
519325|1573
519325|1571
519325|1180
519325|1117
519325|1021
519325|64
519325|845
845|309239
845|309192
845|309185
845|309178
519325|351
519325|50
519325|796
796|309169
796|309162
796|309155
519325|578
519325|333
522572|1852
522570|522584
522584|519321
519321|3417
519321|2518
519321|369970
519321|2526
519321|1433
519321|1180
519321|50
519321|1435
522584|519300
519300|443079
519300|251295
519300|75377
519300|75373
519300|86813
519300|41751
519300|1884
519300|180
519300|59181
522584|139450
522570|98942
522504|519298
519298|519296
519296|2772
519296|56
519296|216820
519296|216812
519296|216804
519296|216796
519296|157965
519296|93359
519296|66633
519296|52047
519296|1900
519296|175
519296|2484
519296|2475
519296|2186
519296|2101
519296|2097
519296|2050
519296|1865
519296|813
522504|522524
522524|522526
522524|98594
522524|522532
522532|98609
522532|522534
522532|98604
98604|98813
98604|404454
98604|528105
98604|289483
98604|238468
98604|91416
98604|869
98604|1764
98604|86815
522504|183616
183616|522506
522506|529574
522506|100
522506|95
522506|140874
140874|397715
140874|220497
140874|220493
140874|2754
140874|1454
140874|475
140874|2318
522506|99027
522506|98756
522506|98755
522506|98687
98687|646
646|216986
646|216981
646|216978
646|216975
646|216972
98687|683
683|240071
683|99750
99750|240112
99750|240103
99750|240094
99750|240085
98687|506
506|255249
506|255241
506|70474
506|70472
98687|905
98687|306674
98687|94147
522506|79256
522506|79255
522506|77261
522506|64753
522506|1168
522506|233
522506|702
702|280234
702|280229
702|280224
702|280219
702|280210
183616|522516
522516|522522
522522|520820
520820|254892
520820|254886
520820|663
522522|363677
522522|352447
522522|329336
522522|98897
522522|98896
522522|590
522522|298
522522|2743
522522|273
522522|480
522522|1876
522522|270
522522|399
522522|248111
522516|522518
522518|522520
522520|467176
522520|436141
522520|363528
522520|228399
522520|228390
522520|99803
522520|98684
98684|93262
98684|35099
98684|35093
98684|3366
98684|87
98684|207
98684|794
98684|710
522520|93293
522520|85283
522520|85278
522520|79435
522520|79434
522520|79281
522520|77301
522520|77260
522520|73246
522520|50817
522520|50815
522520|45358
522520|35737
522520|35612
522520|522077
522520|592564
522520|562559
522520|33445
522520|588
522520|272
522520|175
522520|1246
522520|2968
522520|3474
522520|1129
522520|2963
522520|2519
522520|3293
522520|3270
522520|3214
522520|3055
522520|3052
522520|3038
522520|3026
522520|3010
522520|2999
522520|2804
522520|2715
522520|2713
522520|2674
522520|2557
522520|2511
522520|2471
522520|559
522520|2307
522520|2163
522520|2057
522520|1568
522520|1548
522520|190
522520|1381
522520|1313
522520|1188
522520|1064
522520|1581
522520|2744
522520|570
522520|1369
522520|44
522520|861
522520|908
522520|100
522520|578
183616|522508
522508|488642
522508|488613
522508|480898
522508|477814
522508|457351
522508|411986
522508|363722
522508|98688
98688|505242
98688|459033
98688|77261
98688|2072
98688|370022
98688|1125
522508|1389
522508|2512
522508|550
183616|522510
522510|519353
519353|98686
519353|91498
522510|522512
522512|519345
522512|519339
519339|313800
519339|2980
522512|519337
519337|53
519337|667
522512|522514
522512|137905
522512|137902
522512|98671
98671|441434
441434|97229
441434|543470
441434|542585
441434|227976
441434|496790
441434|496641
441434|497623
497623|320375
497623|254930
441434|495844
441434|508093
441434|457205
441434|457406
441434|447896
441434|431320
431320|320375
431320|468661
431320|431329
431320|320406
441434|411590
441434|401777
441434|391677
441434|352654
441434|329308
441434|289560
441434|99015
441434|99014
441434|99013
441434|98890
441434|83472
441434|67047
441434|52368
441434|1171
441434|3078
441434|2836
441434|2067
441434|3463
441434|702
441434|313850
441434|97249
441434|487
487|206436
487|206448
487|206443
441434|482606
441434|521426
441434|551
441434|3157
441434|512
512|309271
512|309263
512|309256
98671|99718
98671|98676
98671|98672
98672|250932
98672|98673
98672|67036
98672|1215
98671|104
522510|440233
522510|397618
522510|231013
522510|98685
98685|440221
522510|64686
522504|379
522504|522538
522538|88632
522538|522542
522542|722
522542|2407
522538|522540
522538|183607
183607|98943
183607|522552
183607|522550
183607|522546
522546|522548
522548|2663
522548|2643
522548|2572
522548|2551
522548|2528
522548|2510
522548|2489
522548|559
522548|2457
522548|2410
522548|2310
522548|2278
522548|2250
522548|2238
522548|2115
522548|2047
522548|2036
522548|1875
522548|1839
522548|1563
522548|1493
522548|1458
522548|1397
522548|1387
522548|1381
522548|1380
522548|1377
522548|1375
522548|163
522548|1373
522548|464738
522548|447753
522548|436174
522548|330054
522548|314993
522548|300313
522548|289499
522548|263347
522548|250923
522548|247794
522548|166011
522548|163937
522548|139471
522548|98650
98650|87
98650|2109
98650|818
98650|2108
98650|912
98650|207
522548|98649
98649|2909
98649|627
98649|1466
522548|98648
98648|90654
98648|90653
98648|35173
98648|177
98648|457059
98648|3103
98648|273
522548|521432
522548|500545
522548|488168
522548|478049
522548|557003
522548|821
522548|606
522548|560
522548|2346
522548|2253
522548|1369
522548|3085
522548|2772
522548|564
522548|893
522548|800
522548|649
522548|637
522548|792
522548|2720
522548|98646
98646|63
98646|534
522548|98644
98644|79326
98644|79325
98644|79281
98644|46059
98644|588
98644|581
98644|44
98644|585
98644|98907
98644|67048
98644|709
98644|909
98644|29
98644|394
98644|438178
98644|272
98644|414
98644|14
98644|615938
98644|445038
98644|2962
98644|773
98644|352
352|570422
352|79239
352|79238
352|79237
98644|324
98644|61
522548|98642
98642|314585
98642|96102
98642|3376
98642|1742
98642|1590
98642|1587
98642|3380
98642|1600
98642|280
98642|96168
98642|96095
98642|3309
98642|1052
98642|1695
98642|236
98642|3378
98642|281
98642|870
98642|96070
98642|1617
98642|574
98642|1598
98642|881
522548|93267
522548|91495
522548|90340
522548|85321
522548|85276
522548|85194
522548|85172
522548|85163
522548|79107
522548|50945
522548|50814
522548|48431
522548|35125
522548|33364
522548|33001
522548|162
522548|317
522548|910
522548|65
522548|1383
522548|1272
522548|1884
522548|3167
522548|3453
522548|3433
522548|3301
522548|3233
522548|3231
522548|3042
522548|2969
522548|2788
522548|2725
522548|2719
522548|2714
522548|2712
522548|2710
522548|2674
522548|902
522548|3137
522548|3173
522548|1368
522548|1366
522548|1345
522548|1264
522548|1170
522548|1068
522548|64
522548|974
522548|189
522546|91492
183607|83461
183607|98655
522538|522568
522568|3374
522568|3163
522568|91413
522568|1884
522568|2151
522568|2999
522568|2969
522568|2788
522568|2752
522568|1661
522568|1182
522568|1067
522568|1422
522568|3204
522568|1764
522568|773
522568|236
522568|534
522538|522556
522556|522558
522558|522566
522566|2334
522566|477
522558|522564
522564|293936
522564|2067
522564|870
522564|558
522558|89842
522558|79408
522558|79404
522558|522560
522560|98628
98628|589435
98628|495875
98628|85453
98628|85448
98628|79149
98628|3194
98628|3177
98628|2962
98628|2741
98628|2709
98628|2572
98628|2557
98628|1661
98628|1490
98628|461
98628|650
98628|411641
98628|90354
522560|98627
98627|293621
98627|293603
98627|98975
98627|98974
98627|98973
522560|98626
98626|293462
98626|101068
98626|98971
98626|98970
98626|98969
98626|98967
98626|98964
98626|98963
98626|98962
98626|98972
522560|522562
522562|352662
522562|352657
522562|293381
522562|98960
522562|98957
522562|98956
522562|98955
522562|98954
522562|293375
522562|98961
522562|98959
522558|28378
522558|257
522558|2479
522558|1896
522556|98635
522556|53691
522504|522536
98053|100974
98053|98056
98056|183592
183592|620371
183592|620368
183592|620363
183592|564178
183592|1380
183592|474
183592|64
183592|199326
183592|324525
183592|73224
183592|505242
183592|363694
183592|363534
183592|314822
314822|47159
47159|314889
47159|93607
314822|18
18|402041
18|93610
18|93608
314822|3240
314822|2785
183592|244305
183592|238517
183592|34149
34149|217330
34149|93111
34149|88950
34149|88949
183592|199343
183592|97593
183592|94088
183592|93606
183592|34528
183592|756
756|171876
756|171871
183592|3337
183592|223
183592|2197
183592|3145
183592|358
183592|112
112|620220
112|620217
112|570371
112|93605
112|89938
183592|214
214|93613
214|93612
183592|437
183592|534
183592|30924
183592|306516
306516|31043
306516|2196
183592|528105
183592|544628
98056|183589
183589|576742
183589|93583
98056|183586
183586|564127
564127|656
564127|839
183586|544590
544590|73229
544590|63
183586|54370
54370|329918
329918|329931
329918|93571
54370|329903
183586|567562
567562|2670
567562|2065
567562|306504
567562|300333
567562|280406
567562|255249
567562|182050
567562|93114
567562|69063
567562|2715
567562|2614
567562|220
567562|2613
567562|69735
567562|347
567562|163696
567562|506334
567562|1830
183586|567556
567556|84090
567556|36412
567556|444092
567556|85450
567556|342
567556|575
567556|329481
98056|183539
98056|156629
98056|93614
93614|84
93614|232
93614|848
93614|846
98056|93593
93593|620371
93593|324525
93593|255249
93593|411634
93593|411629
93593|371207
371207|238459
371207|79325
371207|2953
93593|300547
93593|247794
93593|206428
93593|87876
93593|69076
93593|35858
93593|416
416|93600
416|93599
416|93598
93593|2088
93593|882
93593|28
28|308442
28|79311
28|79310
93593|3222
3222|411543
3222|411536
93593|1031
93593|27
27|289916
27|79312
93593|650
93593|976
93593|3467
3467|93602
3467|93601
93593|738
738|443197
738|280379
738|95161
738|95157
738|79278
738|79277
93593|364
93593|469
93593|2116
93593|352
93593|912
93593|60
93593|905
93593|324
98056|93587
93587|110
93587|655
93587|34149
93587|730
93587|289
93587|84081
93587|3156
93587|140976
93587|2318
93587|443988
93587|401996
93587|220497
93587|88924
93587|294415
93587|79118
93587|140969
93587|2666
93587|2031
93587|805
93587|564
93587|892
93587|731
93587|1515
98053|98054
98054|363618
98054|217635
98054|217607
98054|156532
98054|101934
98054|99739
98054|247
98054|477805
477805|54260
477805|1677
477805|3384
477805|1880
477805|555877
98054|478049
98053|466084
466084|435603
466084|88620
466084|922
466084|96210
96210|90642
96210|87884
87884|90635
87884|90625
87884|90641
87884|90636
98053|91378
98053|77830
77830|447961
77830|576278
77830|476096
77830|562559
77830|557003
77830|420755
420755|444072
420755|412206
420755|167759
167759|49042
49042|166265
49042|166260
167759|1653
1653|314721
1653|99791
1653|99789
420755|99798
420755|99797
420755|88661
88661|100034
88661|100033
88661|100032
88661|100031
420755|2287
420755|2024
420755|1077
420755|314555
77830|180766
77830|167762
167762|230839
167762|216820
167762|216812
167762|287
167762|2771
77830|99792
98053|71859
71859|603699
603699|603694
603699|603689
603699|603684
71859|521232
521232|443236
521232|448426
448426|411602
448426|230
448426|2400
448426|2828
448426|1764
71859|481665
71859|434786
434786|581271
434786|199282
434786|99803
434786|661
71859|210141
71859|209978
209978|209973
209978|2131
71859|209908
71859|183757
183757|528084
183757|183763
183763|611314
611314|589821
611314|561854
561854|261144
561854|598164
611314|544254
611314|453533
611314|453521
611314|404454
611314|370933
611314|456328
611314|397933
611314|391417
391417|391457
391417|391428
391417|85295
611314|3322
611314|1775
611314|778
611314|124
611314|64
611314|869
611314|559
611314|1946
611314|2526
611314|1980
611314|2505
611314|412057
611314|134
611314|1933
611314|643
611314|1170
611314|2598
611314|760
611314|642
611314|2268
611314|23
611314|589515
611314|583595
583595|284417
583595|79350
583595|79351
611314|565899
611314|543470
611314|488613
611314|447997
611314|412069
611314|370079
611314|382
611314|157954
611314|485350
611314|423479
611314|3057
611314|713
611314|765
765|255182
765|255138
765|79246
765|79244
765|79243
765|2394
611314|3077
611314|2375
611314|1867
611314|1175
611314|59
611314|702
611314|3011
611314|2885
611314|2850
611314|2822
611314|2818
611314|2574
611314|1766
611314|1375
611314|1313
611314|51
611314|565788
611314|480864
611314|2269
611314|459056
611314|320411
611314|88628
611314|466794
611314|1942
611314|442835
611314|98763
611314|352447
611314|439218
611314|2382
611314|415
611314|1934
611314|79314
611314|324262
611314|621
611314|79324
611314|2971
611314|98907
611314|597874
611314|592564
611314|589827
611314|589824
611314|589547
611314|564178
611314|477673
611314|468620
611314|466934
611314|466926
611314|453510
611314|438178
611314|438134
611314|438114
611314|404481
404481|404499
404481|404493
404481|284282
611314|477774
611314|445038
611314|443811
611314|370924
611314|46
611314|457260
611314|324410
611314|3451
611314|910
611314|1451
611314|2785
611314|361
611314|3208
611314|927
611314|3006
611314|99704
611314|330054
611314|98914
611314|100
611314|29
611314|33364
611314|79443
611314|394
611314|397725
611314|73273
611314|79284
611314|65
611314|251347
611314|352649
611314|79096
611314|94122
611314|363432
611314|98773
611314|486815
611314|88619
611314|36387
611314|1194
611314|159
611314|30
611314|79319
611314|33
611314|352403
611314|238722
611314|88639
611314|95716
611314|255241
611314|320391
611314|319199
611314|263494
611314|238455
611314|137754
611314|300536
611314|308
611314|320385
611314|101000
611314|329284
611314|101150
611314|401768
611314|101006
611314|324422
611314|100996
611314|352582
611314|284271
611314|98811
611314|33069
611314|88637
611314|79476
611314|644
611314|79282
611314|258
611314|263516
611314|51188
611314|209951
611314|79322
611314|66634
611314|98896
611314|320380
611314|67046
611314|284289
611314|79328
611314|589618
611314|572798
611314|565624
611314|536467
611314|531151
611314|457351
611314|447760
611314|444013
611314|435638
611314|401777
611314|370022
611314|369847
611314|363523
611314|357225
611314|356996
611314|352333
611314|314647
611314|294023
611314|293948
611314|293939
611314|289483
611314|289266
611314|280763
611314|280384
611314|276183
611314|263410
611314|231556
611314|220295
611314|209905
611314|397941
611314|370968
611314|370959
611314|370943
611314|363417
611314|357058
611314|352479
611314|329178
611314|324737
611314|280333
611314|280071
611314|263508
611314|263501
611314|263487
611314|244310
611314|238459
611314|206559
611314|99843
611314|95428
611314|86812
611314|86309
611314|79329
611314|79327
611314|79326
611314|79325
611314|79323
611314|79321
611314|79318
611314|137898
611314|50812
611314|166108
611314|275543
611314|251383
611314|356961
611314|139396
611314|34587
611314|565
611314|664
611314|580
611314|534
611314|163721
611314|100973
611314|98890
611314|94083
611314|85338
611314|85336
611314|85334
611314|85332
611314|85294
611314|85292
611314|85290
611314|85277
611314|67045
611314|64747
611314|52368
611314|3095
611314|2076
2076|163985
2076|101039
2076|93952
611314|3175
611314|2609
611314|596
611314|464
611314|50
611314|649
611314|93607
611314|2435
611314|742
611314|90103
611314|85163
611314|75858
611314|73272
611314|66631
611314|1576
1576|225154
1576|225147
611314|3240
611314|1065
611314|3205
611314|578
611314|584
611314|3204
611314|28378
611314|79239
611314|816
611314|238329
611314|70594
611314|320396
611314|333
611314|791
611314|812
611314|118
611314|349
611314|22
611314|599376
611314|98791
611314|3222
611314|805
611314|314603
611314|90045
611314|401810
611314|255249
611314|79320
611314|93
611314|600663
611314|589830
611314|542306
611314|370921
611314|2255
611314|70474
611314|420741
611314|2169
611314|599373
611314|541423
611314|2379
611314|3464
611314|620363
611314|527497
611314|527276
527276|485421
527276|330050
611314|522077
611314|521406
611314|521390
611314|512260
611314|506353
611314|505652
611314|505216
611314|500545
611314|500180
611314|500055
611314|497623
611314|496790
611314|496756
611314|488635
611314|199343
611314|363623
611314|171851
611314|168577
611314|206428
611314|1187
611314|3068
611314|1188
611314|1008
611314|502423
611314|494526
611314|139485
611314|289504
611314|611216
611314|610573
183763|611327
183757|101685
101685|178469
101685|88616
101685|777
71859|183521
183521|369847
183521|307058
307058|500180
307058|401768
307058|306708
306708|275872
306708|275864
306708|100070
306708|454887
306708|683
307058|282166
307058|263440
263440|157850
263440|98934
263440|59306
263440|2388
307058|157946
307058|98759
307058|1576
307058|2289
307058|385
385|496756
385|397725
385|329308
385|329303
329303|199351
329303|35069
385|329284
385|306674
385|289560
385|157850
385|157846
385|48818
385|3464
183521|307052
307052|307055
307055|611237
307055|1980
307055|411602
307055|391411
307055|363654
307055|309854
307055|514980
514980|306674
514980|314632
307055|306669
307055|238455
307055|228169
307055|210571
307055|199351
307055|178509
307055|171695
307055|53351
307055|2379
307055|2828
307052|71517
183521|306768
306768|324588
306768|200037
200037|71518
200037|53583
200037|1431
1431|98811
1431|98810
1431|98809
1431|31709
306768|1179
183521|496916
496916|522077
496916|391799
391799|370106
370106|597623
370106|459033
370106|497906
370106|369939
370106|79107
370106|3464
370106|905
391799|156159
156159|376724
376724|306734
376724|98806
376724|256
156159|1866
1866|494526
1866|464440
1866|420492
1866|420485
1866|370103
1866|329466
1866|99657
1866|98807
1866|98805
1866|93964
1866|93958
391799|98203
98203|391711
391711|508523
391711|508093
391711|412217
391711|370109
391711|364063
391711|352649
391711|238455
391711|210571
391711|199351
391711|71517
391711|53351
391711|36899
391711|255
255|98808
255|70594
255|101150
391711|521406
391711|589618
98203|200037
496916|307064
307064|307067
307067|306756
306756|98261
98261|2590
98261|457265
98261|435438
98261|424027
98261|402082
98261|324290
98261|280620
98261|168491
98261|168486
98261|85110
98261|79264
98261|79263
98261|79262
98261|1947
98261|308
98261|501
98261|551
306756|306759
306759|307
307064|306750
306750|319189
306750|86814
306750|36899
496916|307061
307061|457212
307061|93256
307061|66633
307061|53372
307061|905
496916|306765
306765|3095
306765|904
306765|908
306765|778
306765|505652
306765|561854
496916|306719
306719|401901
306719|248111
306719|209905
306719|157941
306719|1429
306719|399
306719|494541
496916|592564
183521|238722
183521|163985
183521|3197
71859|183518
183518|572543
183518|599376
183518|447896
183518|1236
183518|1184
183518|2672
183518|445062
183518|316226
316226|401866
316226|316240
316240|527497
316240|557056
316240|314603
316240|313772
316240|254343
316240|2572
316240|98
316226|316235
316235|251282
316235|1182
183518|247765
247765|314978
247765|93256
247765|85338
247765|85297
247765|85292
247765|85278
247765|2802
247765|1188
247765|1187
247765|1175
183518|211062
211062|401953
211062|211067
211062|209970
211062|209967
211062|79136
211062|79135
211062|37612
211062|97
183518|199343
183518|99013
183518|1172
1172|412057
1172|404481
1172|352403
1172|284332
1172|284324
1172|284289
1172|139485
1172|98099
98099|466794
98099|504476
98099|2074
98099|284271
98099|95434
98099|95433
98099|459033
1172|98098
98098|496756
98098|88628
98098|48431
98098|559
98098|1186
98098|1177
98098|95
1172|98097
98097|420741
98097|910
98097|251347
98097|220295
98097|94124
98097|64753
98097|1168
98097|100
1172|98096
98096|363429
363429|363432
363429|324262
98096|352641
98096|247815
98096|94125
98096|772
98096|909
98096|773
98096|14
98096|96
1172|98095
98095|512260
98095|453521
98095|140874
98095|94122
98095|83472
98095|1766
98095|1170
1172|88644
183518|3177
183518|2589
183518|2579
183518|2274
183518|1399
183518|1368
183518|1185
183518|1180
183518|1173
183518|1178
183518|99
99|208508
208508|94147
99|94149
94149|98761
94149|101
99|94148
94148|458803
94148|458798
94148|423296
94148|217012
94148|211017
94148|101112
94148|98767
94148|98766
94148|98758
94148|631095
94148|589527
99|94145
94145|631106
94145|631103
94145|589522
94145|589515
94145|497764
94145|98771
94145|98769
94145|98768
94145|98765
94145|98764
94145|98763
94145|98762
94145|98760
94145|98759
94145|98757
98757|276244
98757|276241
98757|276238
94145|98756
94145|98755
94145|1171
94145|1955
94145|423275
94145|363710
94145|314647
94145|314404
94145|276198
94145|276193
94145|276183
94145|208513
94145|101111
94145|101110
94145|101109
94145|101108
94145|98773
94145|98772
183518|502423
71859|183515
183515|370034
183515|2585
183515|2285
71859|183512
183512|166487
166487|1062
166487|3205
183512|166478
166478|98523
166478|85278
166478|137831
166478|404437
166478|401959
166478|352587
166478|306558
166478|250972
166478|163209
166478|99802
166478|86906
166478|50810
166478|48471
166478|2940
166478|799
166478|2162
166478|50
183512|166475
166475|140927
166475|306
166475|309
309|165805
309|163717
309|101046
309|99701
309|98820
309|98819
309|98784
309|79137
309|64280
309|36387
309|1945
309|307
309|1941
183512|166472
166472|592564
166472|101685
166472|397933
166472|2896
166472|2152
166472|488613
166472|37612
166472|505237
166472|505652
166472|500533
166472|500545
166472|496641
166472|464282
166472|564178
166472|561854
166472|565858
166472|544503
166472|439218
166472|435845
166472|411986
166472|404481
166472|391316
166472|127
166472|352596
166472|352587
166472|352582
166472|209370
166472|199348
166472|182083
182083|309
182083|1934
182083|293181
182083|199343
182083|33069
166472|182079
182079|423655
182079|364063
182079|94083
182079|3175
